Project,Prospect,SiteID,SiteType,DepthFrom,DepthTo,MagSus,Units
SAR,EPS,DD10EPS002,UN,605.0,607.0,0.53,
SAR,EPS,DD10EPS002,UN,607.0,609.0,0.66,
SAR,EPS,DD10EPS002,UN,609.0,611.0,0.7,
SAR,EPS,DD10EPS002,UN,611.0,612.9,0.6,
SAR,EPS,DD10EPS002,UN,612.9,614.0,0.7,
SAR,EPS,DD10EPS002,UN,614.0,616.0,0.69,
SAR,EPS,DD10EPS002,UN,616.0,618.0,0.51,
SAR,EPS,DD10EPS002,UN,618.0,620.0,2.31,
SAR,EPS,DD10EPS002,UN,620.0,622.0,4.32,
SAR,EPS,DD10EPS002,UN,622.0,623.5,0.74,
SAR,EPS,DD10EPS002,UN,623.5,624.9,0.49,
SAR,EPS,DD10EPS003,UN,108.0,110.0,0.09,
SAR,EPS,DD10EPS003,UN,110.0,111.9,0.07,
SAR,EPS,DD10EPS003,UN,111.9,113.0,0.28,
SAR,EPS,DD10EPS003,UN,113.0,115.0,0.26,
SAR,EPS,DD10EPS003,UN,115.0,117.0,0.57,
SAR,EPS,DD10EPS003,UN,117.0,119.0,0.82,
SAR,EPS,DD10EPS003,UN,119.0,121.0,0.48,
SAR,EPS,DD10EPS003,UN,121.0,123.0,0.37,
SAR,EPS,DD10EPS003,UN,123.0,125.0,0.4,
SAR,EPS,DD10EPS003,UN,125.0,126.4,0.4,
SAR,EPS,DD10EPS003,UN,126.4,128.0,0.3,
SAR,EPS,DD10EPS003,UN,128.0,130.0,0.17,
SAR,EPS,DD10EPS003,UN,130.0,132.0,0.91,
SAR,EPS,DD10EPS003,UN,132.0,134.0,1.12,
SAR,EPS,DD10EPS003,UN,134.0,136.0,1.82,
SAR,EPS,DD10EPS003,UN,136.0,138.0,0.48,
SAR,EPS,DD10EPS003,UN,138.0,140.0,0.65,
SAR,EPS,DD10EPS003,UN,140.0,142.0,0.14,
SAR,EPS,DD10EPS003,UN,142.0,144.0,2.98,
SAR,EPS,DD10EPS003,UN,144.0,146.0,0.37,
SAR,EPS,DD10EPS003,UN,146.0,147.5,0.32,
SAR,EPS,DD10EPS003,UN,147.5,148.8,0.3,
SAR,EPS,DD10EPS003,UN,148.8,150.0,0.64,
SAR,EPS,DD10EPS003,UN,150.0,152.0,0.93,
SAR,EPS,DD10EPS003,UN,152.0,154.0,1.03,
SAR,EPS,DD10EPS003,UN,154.0,156.0,4.32,
SAR,EPS,DD10EPS003,UN,156.0,158.0,0.44,
SAR,EPS,DD10EPS003,UN,158.0,160.0,6.01,
SAR,EPS,DD10EPS003,UN,160.0,162.0,1.62,
SAR,EPS,DD10EPS003,UN,162.0,164.0,0.44,
SAR,EPS,DD10EPS003,UN,164.0,166.0,0.55,
SAR,EPS,DD10EPS003,UN,166.0,167.0,0.47,
SAR,EPS,DD10EPS003,UN,167.0,168.5,0.3,
SAR,EPS,DD10EPS003,UN,168.5,170.0,0.39,
SAR,EPS,DD10EPS003,UN,170.0,172.0,0.36,
SAR,EPS,DD10EPS003,UN,172.0,174.0,0.75,
SAR,EPS,DD10EPS003,UN,174.0,176.0,0.47,
SAR,EPS,DD10EPS003,UN,176.0,178.0,1.07,
SAR,EPS,DD10EPS003,UN,178.0,180.0,0.22,
SAR,EPS,DD10EPS003,UN,180.0,181.0,0.49,
SAR,EPS,DD10EPS003,UN,181.0,182.1,0.81,
SAR,EPS,DD10EPS003,UN,182.1,183.5,1.65,
SAR,EPS,DD10EPS003,UN,183.5,185.0,11.5,
SAR,EPS,DD10EPS003,UN,185.0,187.0,21.3,
SAR,EPS,DD10EPS003,UN,187.0,189.0,5.34,
SAR,EPS,DD10EPS003,UN,189.0,190.6,0.28,
SAR,EPS,DD10EPS003,UN,190.6,192.0,0.66,
SAR,EPS,DD10EPS003,UN,192.0,194.0,3.31,
SAR,EPS,DD10EPS003,UN,194.0,196.0,0.39,
SAR,EPS,DD10EPS003,UN,196.0,198.0,0.4,
SAR,EPS,DD10EPS003,UN,198.0,200.0,0.47,
SAR,EPS,DD10EPS003,UN,200.0,202.0,0.28,
SAR,EPS,DD10EPS003,UN,202.0,204.0,0.56,
SAR,EPS,DD10EPS003,UN,204.0,206.0,0.56,
SAR,EPS,DD10EPS003,UN,206.0,208.0,0.39,
SAR,EPS,DD10EPS003,UN,208.0,209.2,0.51,
SAR,EPS,DD10EPS003,UN,209.2,210.5,9.01,
SAR,EPS,DD10EPS003,UN,210.5,212.0,6.34,
SAR,EPS,DD10EPS003,UN,212.0,213.5,4.66,
SAR,EPS,DD10EPS003,UN,213.5,215.0,0.51,
SAR,EPS,DD10EPS003,UN,215.0,217.0,0.37,
SAR,EPS,DD10EPS003,UN,217.0,218.0,0.81,
SAR,EPS,DD10EPS003,UN,218.0,219.1,0.37,
SAR,EPS,DD10EPS003,UN,219.1,220.2,0.06,
SAR,EPS,DD10EPS003,UN,220.2,221.4,0.18,
SAR,EPS,DD10EPS003,UN,221.4,223.0,4.88,
SAR,EPS,DD10EPS003,UN,223.0,225.0,0.66,
SAR,EPS,DD10EPS003,UN,225.0,227.0,0.47,
SAR,EPS,DD10EPS003,UN,227.0,228.2,0.61,
SAR,EPS,DD10EPS003,UN,228.2,230.0,0.19,
SAR,EPS,DD10EPS003,UN,230.0,232.0,0.1,
SAR,EPS,DD10EPS003,UN,232.0,234.0,0.14,
SAR,EPS,DD10EPS003,UN,234.0,235.0,0.1,
SAR,EPS,DD10EPS003,UN,235.0,237.0,0.6,
SAR,EPS,DD10EPS003,UN,237.0,239.0,0.19,
SAR,EPS,DD10EPS003,UN,239.0,241.0,0.17,
SAR,EPS,DD10EPS003,UN,241.0,243.0,0.22,
SAR,EPS,DD10EPS003,UN,243.0,245.0,0.17,
SAR,EPS,DD10EPS003,UN,245.0,246.4,0.14,
SAR,EPS,DD10EPS003,UN,246.4,248.0,0.18,
SAR,EPS,DD10EPS003,UN,248.0,250.0,0.17,
SAR,EPS,DD10EPS003,UN,250.0,252.0,0.13,
SAR,EPS,DD10EPS003,UN,252.0,253.7,0.18,
SAR,EPS,DD10EPS003,UN,253.7,256.0,0.47,
SAR,EPS,DD10EPS003,UN,256.0,258.0,8.58,
SAR,EPS,DD10EPS003,UN,258.0,260.0,0.52,
SAR,EPS,DD10EPS003,UN,260.0,262.0,8.58,
SAR,EPS,DD10EPS003,UN,262.0,264.0,11.1,
SAR,EPS,DD10EPS003,UN,264.0,266.0,0.31,
SAR,EPS,DD10EPS003,UN,266.0,268.0,1.1,
SAR,EPS,DD10EPS003,UN,268.0,270.0,1.13,
SAR,EPS,DD10EPS003,UN,270.0,271.5,0.51,
SAR,EPS,DD10EPS003,UN,271.5,274.0,6.81,
SAR,EPS,DD10EPS003,UN,274.0,276.0,1.87,
SAR,EPS,DD10EPS003,UN,276.0,278.1,0.66,
SAR,EPS,DD10EPS003,UN,278.1,280.0,10.9,
SAR,EPS,DD10EPS003,UN,280.0,282.0,6.87,
SAR,EPS,DD10EPS003,UN,282.0,284.0,6.56,
SAR,EPS,DD10EPS003,UN,284.0,286.0,11.2,
SAR,EPS,DD10EPS003,UN,286.0,287.4,3.95,
SAR,EPS,DD10EPS003,UN,287.4,289.0,1.17,
SAR,EPS,DD10EPS003,UN,289.0,290.1,0.55,
SAR,EPS,DD10EPS003,UN,290.1,292.0,9.85,
SAR,EPS,DD10EPS003,UN,292.0,293.6,4.53,
SAR,EPS,DD10EPS003,UN,293.6,296.0,0.4,
SAR,EPS,DD10EPS003,UN,296.0,298.0,0.41,
SAR,EPS,DD10EPS003,UN,298.0,300.1,0.58,
SAR,EPS,DD10EPS003,UN,300.1,302.0,0.56,
SAR,EPS,DD10EPS003,UN,302.0,304.0,0.79,
SAR,EPS,DD10EPS003,UN,304.0,306.0,0.51,
SAR,EPS,DD10EPS003,UN,306.0,308.0,5.26,
SAR,EPS,DD10EPS003,UN,308.0,310.0,6.81,
SAR,EPS,DD10EPS003,UN,310.0,311.6,0.55,
SAR,EPS,DD10EPS003,UN,311.6,314.0,11.2,
SAR,EPS,DD10EPS003,UN,314.0,316.0,2.1,
SAR,EPS,DD10EPS003,UN,316.0,318.0,0.27,
SAR,EPS,DD10EPS003,UN,318.0,320.0,0.14,
SAR,EPS,DD10EPS003,UN,320.0,322.0,0.1,
SAR,EPS,DD10EPS003,UN,322.0,324.0,0.13,
SAR,EPS,DD10EPS003,UN,324.0,326.0,0.39,
SAR,EPS,DD10EPS003,UN,326.0,328.0,0.24,
SAR,EPS,DD10EPS003,UN,328.0,330.0,0.2,
SAR,EPS,DD10EPS003,UN,330.0,331.05,0.31,
SAR,EPS,DD10EPS003,UN,331.05,333.0,0.37,
SAR,EPS,DD10EPS003,UN,333.0,335.0,2.69,
SAR,EPS,DD10EPS003,UN,335.0,336.4,0.72,
SAR,EPS,DD10EPS003,UN,336.4,338.0,0.02,
SAR,EPS,DD10EPS003,UN,338.0,340.0,0.44,
SAR,EPS,DD10EPS003,UN,340.0,342.0,0.7,
SAR,EPS,DD10EPS003,UN,342.0,344.0,0.15,
SAR,EPS,DD10EPS003,UN,344.0,346.0,0.75,
SAR,EPS,DD10EPS003,UN,346.0,348.0,0.05,
SAR,EPS,DD10EPS003,UN,348.0,350.0,1.31,
SAR,EPS,DD10EPS003,UN,350.0,351.0,5.25,
SAR,EPS,DD10EPS003,UN,351.0,352.4,3.23,
SAR,EPS,DD10EPS003,UN,352.4,355.0,0.05,
SAR,EPS,DD10EPS003,UN,355.0,356.7,0.02,
SAR,EPS,DD10EPS003,UN,356.7,358.0,0.2,
SAR,EPS,DD10EPS003,UN,358.0,359.6,0.35,
SAR,EPS,DD10EPS003,UN,359.6,360.6,0.55,
SAR,EPS,DD10EPS003,UN,360.6,362.0,2.86,
SAR,EPS,DD10EPS003,UN,362.0,363.0,0.15,
SAR,EPS,DD10EPS003,UN,363.0,365.4,0.17,
SAR,EPS,DD10EPS003,UN,365.4,366.4,2.0,
SAR,EPS,DD10EPS003,UN,366.4,368.0,6.1,
SAR,EPS,DD10EPS003,UN,368.0,370.0,0.12,
SAR,EPS,DD10EPS003,UN,370.0,371.4,0.05,
SAR,EPS,DD10EPS003,UN,371.4,373.0,0.05,
SAR,EPS,DD10EPS003,UN,373.0,375.0,0.05,
SAR,EPS,DD10EPS003,UN,375.0,375.8,3.14,
SAR,EPS,DD10EPS003,UN,375.8,378.0,1.1,
SAR,EPS,DD10EPS003,UN,378.0,380.0,0.19,
SAR,EPS,DD10EPS003,UN,380.0,381.0,2.58,
SAR,EPS,DD10EPS003,UN,381.0,383.0,0.51,
SAR,EPS,DD10EPS003,UN,383.0,385.0,0.59,
SAR,EPS,DD10EPS003,UN,385.0,387.0,2.84,
SAR,EPS,DD10EPS003,UN,387.0,389.0,2.41,
SAR,EPS,DD10EPS003,UN,389.0,391.0,0.1,
SAR,EPS,DD10EPS003,UN,391.0,393.0,4.55,
SAR,EPS,DD10EPS003,UN,393.0,395.0,10.0,
SAR,EPS,DD10EPS003,UN,395.0,397.0,1.68,
SAR,EPS,DD10EPS003,UN,397.0,397.9,4.11,
SAR,EPS,DD10EPS003,UN,397.9,400.0,0.85,
SAR,EPS,DD10EPS003,UN,400.0,400.5,11.2,
SAR,EPS,DD10EPS003,UN,400.5,403.0,8.17,
SAR,EPS,DD10EPS003,UN,403.0,405.0,14.7,
SAR,EPS,DD10EPS003,UN,405.0,407.0,0.35,
SAR,EPS,DD10EPS003,UN,407.0,409.0,105.0,
SAR,EPS,DD10EPS003,UN,409.0,411.0,1.15,
SAR,EPS,DD10EPS003,UN,411.0,413.0,0.22,
SAR,EPS,DD10EPS003,UN,413.0,415.0,0.06,
SAR,EPS,DD10EPS003,UN,415.0,417.0,0.44,
SAR,EPS,DD10EPS003,UN,417.0,419.0,0.09,
SAR,EPS,DD10EPS003,UN,419.0,421.0,0.05,
SAR,EPS,DD10EPS003,UN,421.0,423.0,0.02,
SAR,EPS,DD10EPS003,UN,423.0,424.6,0.11,
SAR,EPS,DD10EPS003,UN,424.6,425.6,0.02,
SAR,EPS,DD10EPS003,UN,425.6,427.9,0.01,
SAR,EPS,DD10EPS003,UN,427.9,430.0,0.03,
SAR,EPS,DD10EPS003,UN,430.0,432.0,0.02,
SAR,EPS,DD10EPS003,UN,432.0,434.0,0.07,
SAR,EPS,DD10EPS003,UN,434.0,436.0,0.13,
SAR,EPS,DD10EPS003,UN,436.0,438.0,0.05,
SAR,EPS,DD10EPS003,UN,438.0,440.0,12.8,
SAR,EPS,DD10EPS003,UN,440.0,442.0,0.6,
SAR,EPS,DD10EPS003,UN,442.0,443.4,4.95,
SAR,EPS,DD10EPS003,UN,443.4,445.3,8.55,
SAR,EPS,DD10EPS003,UN,445.3,448.0,6.53,
SAR,EPS,DD10EPS003,UN,448.0,450.0,11.6,
SAR,EPS,DD10EPS003,UN,450.0,452.0,9.73,
SAR,EPS,DD10EPS003,UN,452.0,454.0,9.7,
SAR,EPS,DD10EPS003,UN,454.0,456.0,3.79,
SAR,EPS,DD10EPS003,UN,456.0,458.0,4.73,
SAR,EPS,DD10EPS003,UN,458.0,460.0,0.96,
SAR,EPS,DD10EPS003,UN,460.0,462.0,0.91,
SAR,EPS,DD10EPS003,UN,462.0,464.0,12.3,
SAR,EPS,DD10EPS003,UN,464.0,466.0,0.99,
SAR,EPS,DD10EPS003,UN,466.0,468.0,0.79,
SAR,EPS,DD10EPS003,UN,468.0,468.7,0.94,
SAR,EPS,DD10EPS003,UN,468.7,471.0,0.43,
SAR,EPS,DD10EPS003,UN,471.0,472.3,0.49,
SAR,EPS,DD10EPS003,UN,472.3,474.0,4.84,
SAR,EPS,DD10EPS003,UN,474.0,476.0,0.43,
SAR,EPS,DD10EPS003,UN,476.0,478.0,1.03,
SAR,EPS,DD10EPS003,UN,478.0,480.0,0.94,
SAR,EPS,DD10EPS003,UN,480.0,482.0,1.04,
SAR,EPS,DD10EPS003,UN,482.0,484.0,0.87,
SAR,EPS,DD10EPS003,UN,484.0,486.0,1.42,
SAR,EPS,DD10EPS003,UN,486.0,488.0,0.87,
SAR,EPS,DD10EPS003,UN,488.0,490.0,0.56,
SAR,EPS,DD10EPS003,UN,490.0,491.0,0.45,
SAR,EPS,DD10EPS003,UN,491.0,492.9,1.57,
SAR,EPS,DD10EPS003,UN,492.9,493.4,25.8,
SAR,EPS,DD10EPS003,UN,493.4,495.0,16.6,
SAR,EPS,DD10EPS003,UN,495.0,497.0,47.5,
SAR,EPS,DD10EPS003,UN,497.0,499.0,38.6,
SAR,EPS,DD10EPS003,UN,499.0,501.0,73.5,
SAR,EPS,DD10EPS003,UN,501.0,503.0,14.7,
SAR,EPS,DD10EPS003,UN,503.0,505.0,3.83,
SAR,EPS,DD10EPS003,UN,505.0,505.7,0.6,
SAR,EPS,DD10EPS003,UN,505.7,508.0,0.74,
SAR,EPS,DD10EPS003,UN,508.0,510.0,24.4,
SAR,EPS,DD10EPS003,UN,510.0,512.0,8.38,
SAR,EPS,DD10EPS003,UN,512.0,514.0,1.45,
SAR,EPS,DD10EPS003,UN,514.0,516.0,14.0,
SAR,EPS,DD10EPS003,UN,516.0,518.0,0.85,
SAR,EPS,DD10EPS003,UN,518.0,520.0,3.69,
SAR,EPS,DD10EPS003,UN,520.0,522.0,0.7,
SAR,EPS,DD10EPS003,UN,522.0,524.0,0.23,
SAR,EPS,DD10EPS003,UN,524.0,526.0,1.71,
SAR,EPS,DD10EPS003,UN,526.0,528.0,0.98,
SAR,EPS,DD10EPS003,UN,528.0,530.0,11.6,
SAR,EPS,DD10EPS003,UN,530.0,532.0,5.26,
SAR,EPS,DD10EPS003,UN,532.0,534.0,1.87,
SAR,EPS,DD10EPS003,UN,534.0,536.0,4.78,
SAR,EPS,DD10EPS003,UN,536.0,538.0,0.43,
SAR,EPS,DD10EPS003,UN,538.0,540.0,0.53,
SAR,EPS,DD10EPS003,UN,540.0,542.0,0.1,
SAR,EPS,DD10EPS003,UN,542.0,544.0,1.61,
SAR,EPS,DD10EPS003,UN,544.0,546.0,14.5,
SAR,EPS,DD10EPS003,UN,546.0,548.0,7.76,
SAR,EPS,DD10EPS003,UN,548.0,550.0,0.55,
SAR,EPS,DD10EPS003,UN,550.0,552.0,0.35,
SAR,EPS,DD10EPS003,UN,552.0,554.0,0.35,
SAR,EPS,DD10EPS003,UN,554.0,556.0,0.28,
SAR,EPS,DD10EPS003,UN,556.0,558.0,0.34,
SAR,EPS,DD10EPS003,UN,558.0,560.0,0.22,
SAR,EPS,DD10EPS003,UN,560.0,562.2,0.26,
SAR,EPS,DD10EPS003,UN,562.2,564.0,0.14,
SAR,EPS,DD10EPS003,UN,564.0,565.3,0.2,
SAR,EPS,DD10EPS003,UN,565.3,567.0,0.23,
SAR,EPS,DD10EPS003,UN,567.0,569.0,0.23,
SAR,EPS,DD10EPS003,UN,569.0,571.0,0.34,
SAR,EPS,DD10EPS003,UN,571.0,573.0,0.24,
SAR,EPS,DD10EPS003,UN,573.0,575.0,0.31,
SAR,EPS,DD10EPS003,UN,575.0,577.0,0.41,
SAR,EPS,DD10EPS003,UN,577.0,579.0,0.39,
SAR,EPS,DD10EPS003,UN,579.0,581.0,0.48,
SAR,EPS,DD10EPS003,UN,581.0,583.0,1.44,
SAR,EPS,DD10EPS003,UN,583.0,585.0,0.77,
SAR,EPS,DD10EPS003,UN,585.0,586.2,0.75,
SAR,EPS,DD10EPS003,UN,586.2,588.0,1.2,
SAR,EPS,DD10EPS003,UN,588.0,590.0,5.5,
SAR,EPS,DD10EPS003,UN,590.0,592.0,21.1,
SAR,EPS,DD10EPS003,UN,592.0,594.0,33.2,
SAR,EPS,DD10EPS003,UN,594.0,596.0,13.0,
SAR,EPS,DD10EPS003,UN,596.0,598.0,7.87,
SAR,EPS,DD10EPS003,UN,598.0,600.0,15.2,
SAR,EPS,DD10EPS003,UN,600.0,602.0,8.27,
SAR,EPS,DD10EPS003,UN,602.0,604.0,11.9,
SAR,EPS,DD10EPS003,UN,604.0,606.0,1.03,
SAR,EPS,DD10EPS003,UN,606.0,608.0,0.2,
SAR,EPS,DD10EPS003,UN,608.0,610.0,0.51,
SAR,EPS,DD10EPS003,UN,610.0,612.0,2.31,
SAR,EPS,DD10EPS003,UN,612.0,614.4,0.85,
SAR,EPS,DD10EPS003,UN,614.4,617.0,1.02,
SAR,EPS,DD10EPS003,UN,617.0,619.0,0.55,
SAR,EPS,DD10EPS003,UN,619.0,621.0,0.41,
SAR,EPS,DD10EPS003,UN,621.0,623.0,0.66,
SAR,EPS,DD10EPS003,UN,623.0,624.2,0.48,
SAR,EPS,DD10EPS003,UN,624.2,626.0,1.12,
SAR,EPS,DD10EPS003,UN,626.0,628.0,11.1,
SAR,EPS,DD10EPS003,UN,628.0,630.0,5.06,
SAR,EPS,DD10EPS003,UN,630.0,632.0,0.14,
SAR,EPS,DD10EPS003,UN,632.0,634.0,0.7,
SAR,EPS,DD10EPS003,UN,634.0,636.0,0.44,
SAR,EPS,DD10EPS003,UN,636.0,638.0,0.53,
SAR,EPS,DD10EPS003,UN,638.0,640.0,0.95,
SAR,EPS,DD10EPS003,UN,640.0,642.0,0.14,
SAR,EPS,DD10EPS003,UN,642.0,644.0,0.65,
SAR,EPS,DD10EPS003,UN,644.0,646.0,0.57,
SAR,EPS,DD10EPS003,UN,646.0,648.0,0.35,
SAR,EPS,DD10EPS003,UN,648.0,650.0,6.14,
SAR,EPS,DD10EPS003,UN,650.0,652.0,3.24,
SAR,EPS,DD10EPS003,UN,652.0,654.0,6.03,
SAR,EPS,DD10EPS003,UN,654.0,656.0,1.0,
SAR,EPS,DD10EPS003,UN,656.0,658.5,6.81,
SAR,EPS,DD10EPS003,UN,658.5,660.0,0.2,
SAR,EPS,DD10EPS003,UN,660.0,661.7,22.1,
SAR,EPS,DD10EPS003,UN,661.7,664.0,11.2,
SAR,EPS,DD10EPS003,UN,664.0,666.0,22.2,
SAR,EPS,DD10EPS003,UN,666.0,668.0,12.5,
SAR,EPS,DD10EPS003,UN,668.0,670.0,4.2,
SAR,EPS,DD10EPS003,UN,670.0,672.0,2.16,
SAR,EPS,DD10EPS003,UN,672.0,674.0,1.75,
SAR,EPS,DD10EPS003,UN,674.0,676.0,3.95,
SAR,EPS,DD10EPS003,UN,676.0,678.0,3.03,
SAR,EPS,DD10EPS003,UN,678.0,680.0,9.43,
SAR,EPS,DD10EPS003,UN,680.0,682.0,1.32,
SAR,EPS,DD10EPS003,UN,682.0,684.0,1.38,
SAR,EPS,DD10EPS003,UN,684.0,686.0,1.21,
SAR,EPS,DD10EPS003,UN,686.0,688.0,6.18,
SAR,EPS,DD10EPS003,UN,688.0,690.0,9.69,
SAR,EPS,DD10EPS003,UN,690.0,692.0,10.5,
SAR,EPS,DD10EPS003,UN,692.0,694.0,16.4,
SAR,EPS,DD10EPS003,UN,694.0,696.0,5.61,
SAR,EPS,DD10EPS003,UN,696.0,698.0,8.88,
SAR,EPS,DD10EPS003,UN,698.0,700.0,25.5,
SAR,EPS,DD10EPS003,UN,700.0,702.0,24.3,
SAR,EPS,DD10EPS003,UN,702.0,704.0,2.9,
SAR,EPS,DD10EPS003,UN,704.0,706.0,2.94,
SAR,EPS,DD10EPS003,UN,706.0,708.0,1.32,
SAR,EPS,DD10EPS003,UN,708.0,710.1,10.2,
SAR,EPS,DD10EPS003,UN,710.1,712.0,9.68,
SAR,EPS,DD10EPS003,UN,712.0,714.0,5.71,
SAR,EPS,DD10EPS003,UN,714.0,716.0,22.8,
SAR,EPS,DD10EPS003,UN,716.0,718.0,19.2,
SAR,EPS,DD10EPS003,UN,718.0,720.0,6.39,
SAR,EPS,DD10EPS003,UN,720.0,721.0,0.11,
SAR,EPS,DD10EPS003,UN,721.0,723.0,1.86,
SAR,EPS,DD10EPS003,UN,723.0,725.0,1.34,
SAR,EPS,DD10EPS003,UN,725.0,727.0,0.58,
SAR,EPS,DD10EPS003,UN,727.0,727.6,0.56,
SAR,EPS,DD10EPS003,UN,727.6,728.5,0.15,
SAR,EPS,DD10EPS003,UN,728.5,730.0,0.49,
SAR,EPS,DD10EPS003,UN,730.0,732.0,0.56,
SAR,EPS,DD10EPS003,UN,732.0,734.0,0.48,
SAR,EPS,DD10EPS003,UN,734.0,736.0,0.34,
SAR,EPS,DD10EPS003,UN,736.0,738.0,0.35,
SAR,EPS,DD10EPS003,UN,738.0,740.0,0.73,
SAR,EPS,DD10EPS003,UN,740.0,741.8,0.43,
SAR,EPS,DD10EPS003,UN,741.8,743.0,8.67,
SAR,EPS,DD10EPS003,UN,743.0,745.0,0.28,
SAR,EPS,DD10EPS003,UN,745.0,747.0,4.13,
SAR,EPS,DD10EPS003,UN,747.0,749.0,20.3,
SAR,EPS,DD10EPS003,UN,749.0,751.0,12.4,
SAR,EPS,DD10EPS003,UN,751.0,753.0,15.3,
SAR,EPS,DD10EPS003,UN,753.0,755.0,15.8,
SAR,EPS,DD10EPS003,UN,755.0,757.0,17.4,
SAR,EPS,DD10EPS003,UN,757.0,759.0,16.4,
SAR,EPS,DD10EPS003,UN,759.0,761.0,9.3,
SAR,EPS,DD10EPS003,UN,761.0,763.0,12.16,
SAR,EPS,DD10EPS003,UN,763.0,765.0,4.3,
SAR,EPS,DD10EPS003,UN,765.0,767.0,17.9,
SAR,EPS,DD10EPS003,UN,767.0,769.0,18.0,
SAR,EPS,DD10EPS003,UN,769.0,771.0,7.68,
SAR,EPS,DD10EPS003,UN,771.0,773.0,0.52,
SAR,EPS,DD10EPS003,UN,773.0,775.0,1.36,
SAR,EPS,DD10EPS003,UN,775.0,777.0,0.37,
SAR,EPS,DD10EPS003,UN,777.0,779.0,0.28,
SAR,EPS,DD10EPS003,UN,779.0,781.0,0.45,
SAR,EPS,DD10EPS003,UN,781.0,783.0,1.95,
SAR,EPS,DD10EPS003,UN,783.0,785.0,0.15,
SAR,EPS,DD10EPS003,UN,785.0,787.0,0.28,
SAR,EPS,DD10EPS003,UN,787.0,789.0,0.78,
SAR,EPS,DD10EPS003,UN,789.0,791.0,0.44,
SAR,EPS,DD10EPS003,UN,791.0,793.0,0.73,
SAR,EPS,DD10EPS003,UN,793.0,795.0,0.69,
SAR,EPS,DD10EPS003,UN,795.0,797.0,0.15,
SAR,EPS,DD10EPS003,UN,797.0,799.0,0.28,
SAR,EPS,DD10EPS003,UN,799.0,801.0,0.58,
SAR,EPS,DD10EPS003,UN,801.0,803.0,0.2,
SAR,EPS,DD10EPS003,UN,803.0,805.0,0.03,
SAR,EPS,DD10EPS003,UN,805.0,807.3,0.12,
SAR,EPS,DD10EPS003,UN,807.3,809.0,0.19,
SAR,EPS,DD10EPS003,UN,809.0,811.0,0.22,
SAR,EPS,DD10EPS003,UN,811.0,813.0,0.19,
SAR,EPS,DD10EPS003,UN,813.0,815.0,0.49,
SAR,EPS,DD10EPS003,UN,815.0,817.0,0.19,
SAR,EPS,DD10EPS003,UN,817.0,819.0,0.02,
SAR,EPS,DD10EPS003,UN,819.0,821.0,0.1,
SAR,EPS,DD10EPS003,UN,821.0,823.0,0.01,
SAR,EPS,DD10EPS003,UN,823.0,825.0,0.13,
SAR,EPS,DD10EPS003,UN,825.0,827.0,0.02,
SAR,EPS,DD10EPS003,UN,827.0,829.0,0.05,
SAR,EPS,DD10EPS003,UN,829.0,831.0,0.01,
SAR,EPS,DD10EPS003,UN,831.0,833.0,0.04,
SAR,EPS,DD10EPS003,UN,833.0,835.0,0.31,
SAR,EPS,DD10EPS003,UN,835.0,837.0,0.03,
SAR,EPS,DD10EPS003,UN,837.0,839.0,0.01,
SAR,EPS,DD10EPS003,UN,839.0,841.0,0.15,
SAR,EPS,DD10EPS003,UN,841.0,843.0,0.01,
SAR,EPS,DD10EPS003,UN,843.0,845.0,0.16,
SAR,EPS,DD10EPS003,UN,845.0,847.0,0.34,
SAR,EPS,DD10EPS003,UN,847.0,849.0,0.01,
SAR,EPS,DD10EPS003,UN,849.0,851.0,0.23,
SAR,EPS,DD10EPS003,UN,851.0,853.0,0.13,
SAR,EPS,DD10EPS003,UN,853.0,855.0,0.24,
SAR,EPS,DD10EPS003,UN,855.0,857.0,0.28,
SAR,EPS,DD10EPS003,UN,857.0,859.0,0.29,
SAR,EPS,DD10EPS003,UN,859.0,861.0,0.15,
SAR,EPS,DD10EPS003,UN,861.0,863.0,0.06,
SAR,EPS,DD10EPS003,UN,863.0,865.0,0.07,
SAR,EPS,DD10EPS003,UN,865.0,866.0,0.06,
SAR,EPS,DD10EPS003,UN,866.0,868.0,0.12,
SAR,EPS,DD10EPS003,UN,868.0,870.0,0.14,
SAR,EPS,DD10EPS003,UN,870.0,872.0,0.15,
SAR,EPS,DD10EPS003,UN,872.0,874.0,0.02,
SAR,EPS,DD10EPS003,UN,874.0,875.5,0.09,
SAR,EPS,DD10EPS003,UN,875.5,876.7,0.12,
SAR,EPS,DD10EPS003,UN,876.7,879.0,0.05,
SAR,EPS,DD10EPS003,UN,879.0,881.0,0.12,
SAR,EPS,DD10EPS003,UN,881.0,883.0,0.18,
SAR,EPS,DD10EPS003,UN,883.0,885.0,0.09,
SAR,EPS,DD10EPS003,UN,885.0,887.0,0.01,
SAR,EPS,DD10EPS003,UN,887.0,888.5,0.02,
SAR,EPS,DD10EPS003,UN,888.5,890.0,0.05,
SAR,EPS,DD10EPS003,UN,890.0,892.0,0.03,
SAR,EPS,DD10EPS003,UN,892.0,894.0,0.11,
SAR,EPS,DD10EPS003,UN,894.0,896.0,0.01,
SAR,EPS,DD10EPS003,UN,896.0,898.0,0.31,
SAR,EPS,DD10EPS003,UN,898.0,899.5,0.23,
SAR,EPS,DD10EPS003,UN,899.5,900.7,0.55,
SAR,EPS,DD10EPS003,UN,900.7,903.0,1.57,
SAR,EPS,DD10EPS003,UN,903.0,905.0,0.31,
