HOLE,PROJECT,SDEPTH,GRID,AzimOrig,DIP,North_Adjust,AzimMGA,Z_UNITS,Temp_C,MAGNETICFIELD,Comments
DD10CRD009,SAR,501.5,MGA94_53_Z,189.6,-52.8,0,189.6,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10CRD010,SAR,381.0,MGA94_53_Z,206.6,-56.4,0,206.6,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10CRD010,SAR,442.0,MGA94_53_Z,206.6,-55.7,0,206.6,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10CRD010,SAR,351.7,MGA94_53_Z,206.9,-56.7,0,206.9,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10CRD010,SAR,0.0,MGA94_53_Z,200.0,-60.0,0,200.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10CRD010,SAR,411.7,MGA94_53_Z,204.6,-56.3,0,204.6,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10CRD010,SAR,475.0,MGA94_53_Z,205.0,-55.7,0,205.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH004,SAR,6.0,MGA94_53_Z,179.7,-59.98,0,179.7,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH004,SAR,876.0,MGA94_53_Z,198.6,-51.6,0,198.6,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH004,SAR,0.0,MGA94_53_Z,180.0,-60.0,0,180.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH004,SAR,816.0,MGA94_53_Z,194.6,-53.2,0,194.6,METRES,,,MAG: not reported - siltstone Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH004,SAR,1026.0,MGA94_53_Z,198.0,-51.8,0,198.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH004,SAR,846.0,MGA94_53_Z,200.3,-52.8,0,200.3,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH004,SAR,936.7,MGA94_53_Z,191.9,-52.7,0,191.9,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH004,SAR,966.7,MGA94_53_Z,193.8,-52.7,0,193.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH004,SAR,786.0,MGA94_53_Z,194.3,-53.4,0,194.3,METRES,,,MAG: not reported - siltstone Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH004,SAR,996.0,MGA94_53_Z,197.9,-52.5,0,197.9,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH005,SAR,476.0,MGA94_53_Z,179.0,-64.7,0,179.0,METRES,,,52407nT Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH005,SAR,506.0,MGA94_53_Z,180.3,-64.9,0,180.3,METRES,,,52700nT Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH005,SAR,417.0,MGA94_53_Z,184.4,-64.3,0,184.4,METRES,,,MAG: 5371.7nT Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH005,SAR,596.0,MGA94_53_Z,188.1,-65.1,0,188.1,METRES,,,54749nT Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH005,SAR,0.0,MGA94_53_Z,180.0,-65.0,0,180.0,METRES,,,Initial Azi/Dip Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP010W1,SAR,444.2,MGA94_53_Z,203.9,-49.4,0,203.9,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10NEP010W1,SAR,475.0,MGA94_53_Z,208.1,-46.6,0,208.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP010W1,SAR,530.0,MGA94_53_Z,205.3,-44.5,0,205.3,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10NEP010W1,SAR,575.0,MGA94_53_Z,207.6,-41.1,0,207.6,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10NEP010W1,SAR,250.0,MGA94_53_Z,205.5,-51.8,0,205.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP010W1,SAR,400.0,MGA94_53_Z,203.2,-51.8,0,203.2,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP010W1,SAR,513.0,MGA94_53_Z,205.0,-45.5,0,205.0,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10NEP010W1,SAR,605.0,MGA94_53_Z,211.8,-38.9,0,211.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP010W1,SAR,665.0,MGA94_53_Z,211.5,-34.3,0,211.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP012,SAR,0.0,MGA94_53_Z,200.0,-60.0,0,200.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP012,SAR,180.0,MGA94_53_Z,180.6,-62.1,0,180.6,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10NEP012,SAR,300.0,MGA94_53_Z,180.4,-61.5,0,180.4,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP012,SAR,660.9,MGA94_53_Z,181.6,-61.0,0,181.6,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP012,SAR,750.0,MGA94_53_Z,182.1,-61.4,0,182.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP012,SAR,780.9,MGA94_53_Z,184.3,-61.7,0,184.3,METRES,,, Magnetic Minerals = NONE  Magnetic Dip = 
DD10NEP012,SAR,210.0,MGA94_53_Z,180.9,-62.0,0,180.9,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10NEP012,SAR,240.9,MGA94_53_Z,180.2,-61.8,0,180.2,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10NEP012,SAR,330.0,MGA94_53_Z,180.1,-61.3,0,180.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP012,SAR,570.9,MGA94_53_Z,183.7,-61.3,0,183.7,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP012,SAR,690.0,MGA94_53_Z,183.1,-61.5,0,183.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP012,SAR,720.0,MGA94_53_Z,182.9,-59.9,0,182.9,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP012,SAR,150.0,MGA94_53_Z,180.0,-62.4,0,180.0,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10NEP012,SAR,270.0,MGA94_53_Z,181.0,-61.9,0,181.0,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10NEP012,SAR,420.0,MGA94_53_Z,180.3,-61.5,0,180.3,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP012,SAR,450.9,MGA94_53_Z,183.2,-61.5,0,183.2,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP012,SAR,510.9,MGA94_53_Z,181.0,-61.4,0,181.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP012,SAR,540.0,MGA94_53_Z,182.0,-61.0,0,182.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP012,SAR,563.7,MGA94_53_Z,182.5,-61.1,0,182.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP012,SAR,480.9,MGA94_53_Z,182.0,-61.5,0,182.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PHW016,SAR,0.0,MGA94_53_Z,180.0,-60.0,0,180.0,METRES,,,initial azi mag Magnetic Minerals = NONE Magnetic Dip = 
DD10PHW016,SAR,238.0,MGA94_53_Z,182.1,-58.0,0,182.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PHW016,SAR,205.0,MGA94_53_Z,181.5,-58.4,0,181.5,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10PHW016,SAR,498.0,MGA94_53_Z,184.4,-56.4,0,184.4,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PHW016,SAR,508.0,MGA94_53_Z,185.0,-56.5,0,185.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH005,SAR,386.7,MGA94_53_Z,185.4,-64.3,0,185.4,METRES,,,MAG: 5467.1nT Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP010,SAR,150.0,MGA94_53_Z,199.9,-54.6,0,199.9,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP010,SAR,360.0,MGA94_53_Z,206.9,-52.3,0,206.9,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10NEP010,SAR,300.0,MGA94_53_Z,203.5,-53.1,0,203.5,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10NEP010,SAR,510.0,MGA94_53_Z,186.2,-43.76,0,186.2,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10NEP010,SAR,0.0,MGA94_53_Z,200.0,-60.0,0,200.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP010,SAR,120.0,MGA94_53_Z,199.8,-54.8,0,199.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP010,SAR,240.0,MGA94_53_Z,206.6,-53.9,0,206.6,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP010,SAR,390.0,MGA94_53_Z,206.6,-51.2,0,206.6,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10NEP010,SAR,180.0,MGA94_53_Z,198.5,-54.3,0,198.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP010,SAR,210.0,MGA94_53_Z,198.3,-54.1,0,198.3,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP010,SAR,270.0,MGA94_53_Z,197.4,-53.8,0,197.4,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP010,SAR,330.0,MGA94_53_Z,207.8,-52.6,0,207.8,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10PRT005W1,SAR,0.0,MGA94_53_Z,200.0,-60.0,0,200.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,480.0,MGA94_53_Z,214.1,-61.5,0,214.1,METRES,,,MAG: 5708nT Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,600.0,MGA94_53_Z,214.1,-61.0,0,214.1,METRES,,,MAG: 5735nT Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,631.2,MGA94_53_Z,214.9,-61.2,0,214.9,METRES,,,MAG: 5735nT Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,637.4,MGA94_53_Z,215.1,-61.3,0,215.1,METRES,,,MAG: 5730nT Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,250.0,MGA94_53_Z,202.9,-62.2,0,202.9,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,360.0,MGA94_53_Z,211.1,-61.7,0,211.1,METRES,,,requested chrome rods be used. Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,390.0,MGA94_53_Z,211.6,-61.8,0,211.6,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,540.0,MGA94_53_Z,213.7,-61.4,0,213.7,METRES,,,MAG: 5637nT Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,570.0,MGA94_53_Z,215.0,-61.5,0,215.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,220.0,MGA94_53_Z,202.1,-61.0,0,202.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,281.2,MGA94_53_Z,205.5,-62.5,0,205.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,309.6,MGA94_53_Z,208.8,-63.1,0,208.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,450.0,MGA94_53_Z,213.7,-61.6,0,213.7,METRES,,,MAG:5963nT Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,330.7,MGA94_53_Z,207.3,-63.5,0,207.3,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,420.0,MGA94_53_Z,213.0,-62.0,0,213.0,METRES,,,MAG:5724nT Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT005W1,SAR,510.0,MGA94_53_Z,214.4,-61.5,0,214.4,METRES,,,MAG: 62512nT Magnetic Minerals = NONE Magnetic Dip = 
DD10TUR010,SAR,225.5,MGA94_53_Z,224.5,-61.7,0,224.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10TUR010,SAR,0.0,MGA94_53_Z,230.0,-55.0,0,230.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH002,SAR,350.2,MGA94_53_Z,194.9,-61.7,0,194.9,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH002,SAR,414.6,MGA94_53_Z,194.7,-61.7,0,194.7,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH002,SAR,444.6,MGA94_53_Z,195.4,-61.5,0,195.4,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH002,SAR,870.0,MGA94_53_Z,199.2,-58.9,0,199.2,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH002,SAR,90.0,MGA94_53_Z,187.0,-62.0,0,187.0,METRES,,,RODS Magnetic Minerals = RODS Magnetic Dip = 
DD10HLH002,SAR,380.2,MGA94_53_Z,195.3,-61.6,0,195.3,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH002,SAR,690.0,MGA94_53_Z,199.1,-58.8,0,199.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10HLH002,SAR,696.6,MGA94_53_Z,198.6,-58.5,0,198.6,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,0.0,MGA94_53_Z,200.0,-60.0,0,200.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,120.0,MGA94_53_Z,206.1,-61.7,0,206.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,214.2,MGA94_53_Z,207.1,-60.3,0,207.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,240.0,MGA94_53_Z,215.0,-60.2,0,215.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,301.2,MGA94_53_Z,212.3,-59.1,0,212.3,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,331.8,MGA94_53_Z,210.9,-58.5,0,210.9,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,480.2,MGA94_53_Z,211.2,-55.8,0,211.2,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,720.0,MGA94_53_Z,215.7,-54.0,0,215.7,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,750.0,MGA94_53_Z,215.5,-53.5,0,215.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,150.0,MGA94_53_Z,205.1,-60.7,0,205.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,184.2,MGA94_53_Z,207.0,-60.3,0,207.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,691.2,MGA94_53_Z,213.6,-53.8,0,213.6,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,271.2,MGA94_53_Z,216.3,-59.8,0,216.3,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,362.8,MGA94_53_Z,202.4,-57.3,0,202.4,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,376.9,MGA94_53_Z,200.4,-56.8,0,200.4,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,393.0,MGA94_53_Z,200.4,-56.8,0,200.4,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,450.8,MGA94_53_Z,195.8,-56.6,0,195.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,633.8,MGA94_53_Z,211.3,-54.0,0,211.3,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP011,SAR,661.2,MGA94_53_Z,213.0,-54.3,0,213.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP013,SAR,151.0,MGA94_53_Z,198.5,-61.6,0,198.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP013,SAR,181.0,MGA94_53_Z,199.0,-61.4,0,199.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10NEP013,SAR,211.0,MGA94_53_Z,200.4,-61.5,0,200.4,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10NEP013,SAR,808.0,MGA94_53_Z,202.3,-62.9,0,202.3,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10NEP013,SAR,841.0,MGA94_53_Z,202.1,-62.2,0,202.1,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10NEP013,SAR,961.0,MGA94_53_Z,203.9,-62.0,0,203.9,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10NEP013,SAR,391.0,MGA94_53_Z,199.7,-61.3,0,199.7,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10PHW016,SAR,144.0,MGA94_53_Z,181.2,-59.1,0,181.2,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PHW016,SAR,301.0,MGA94_53_Z,183.4,-57.6,0,183.4,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PHW016,SAR,331.0,MGA94_53_Z,182.7,-57.4,0,182.7,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PHW016,SAR,370.0,MGA94_53_Z,183.8,-57.1,0,183.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PHW016,SAR,430.0,MGA94_53_Z,187.3,-56.4,0,187.3,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PHW016,SAR,108.7,MGA94_53_Z,181.8,-59.1,0,181.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PHW016,SAR,268.0,MGA94_53_Z,182.1,-57.8,0,182.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PHW016,SAR,400.0,MGA94_53_Z,184.0,-56.8,0,184.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PHW016,SAR,460.0,MGA94_53_Z,185.5,-56.6,0,185.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PLT001,SAR,310.0,MGA94_53_Z,193.8,-63.5,0,193.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PLT001,SAR,375.0,MGA94_53_Z,196.4,-63.5,0,196.4,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PLT001,SAR,345.0,MGA94_53_Z,192.7,-64.4,0,192.7,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PLT001,SAR,468.0,MGA94_53_Z,199.8,-61.2,0,199.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PLT001,SAR,0.0,MGA94_53_Z,200.0,-60.0,0,200.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,0.0,MGA94_53_Z,200.0,-60.0,0,200.0,METRES,,,Initial Azi/Dip Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,310.0,MGA94_53_Z,196.8,-61.8,0,196.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,430.0,MGA94_53_Z,198.4,-61.5,0,198.4,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,550.0,MGA94_53_Z,201.4,-61.2,0,201.4,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,220.0,MGA94_53_Z,198.3,-62.1,0,198.3,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,283.0,MGA94_53_Z,194.5,-62.0,0,194.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,370.0,MGA94_53_Z,197.9,-61.4,0,197.9,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,160.0,MGA94_53_Z,198.3,-62.4,0,198.3,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,190.0,MGA94_53_Z,198.8,-62.3,0,198.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,400.0,MGA94_53_Z,196.3,-61.5,0,196.3,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,490.0,MGA94_53_Z,199.6,-61.4,0,199.6,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,130.0,MGA94_53_Z,197.6,-62.3,0,197.6,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,250.0,MGA94_53_Z,198.1,-61.6,0,198.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,460.0,MGA94_53_Z,200.7,-61.6,0,200.7,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,520.0,MGA94_53_Z,203.1,-61.4,0,203.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10PRT006,SAR,580.0,MGA94_53_Z,203.5,-60.7,0,203.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10TRI008,SAR,0.0,MGA94_53_Z,180.0,-60.0,0,180.0,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10TRI008,SAR,200.0,MGA94_53_Z,180.8,-69.9,0,180.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10TRI008,SAR,230.0,MGA94_53_Z,180.7,-59.5,0,180.7,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10TUR010,SAR,250.0,MGA94_53_Z,221.8,-61.3,0,221.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10TUR010,SAR,300.5,MGA94_53_Z,222.5,-60.5,0,222.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10TUR010,SAR,330.0,MGA94_53_Z,222.8,-59.8,0,222.8,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10TUR010,SAR,278.9,MGA94_53_Z,224.0,-60.9,0,224.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10UMB002,SAR,288.9,MGA94_53_Z,183.7,-61.0,0,183.7,METRES,,,No rods. Magnetic Minerals =  Magnetic Dip = 
DD10UMB002,SAR,504.9,MGA94_53_Z,188.2,-60.4,0,188.2,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10UMB002,SAR,378.9,MGA94_53_Z,179.5,-60.6,0,179.5,METRES,,,No rods. Magnetic Minerals =  Magnetic Dip = 
DD10UMB002,SAR,438.9,MGA94_53_Z,184.4,-60.4,0,184.4,METRES,,,No Rods Magnetic Minerals =  Magnetic Dip = 
DD10UMB002,SAR,466.0,MGA94_53_Z,183.7,-60.4,0,183.7,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10UMB002,SAR,534.0,MGA94_53_Z,189.2,-59.7,0,189.2,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10UMB002,SAR,541.0,MGA94_53_Z,189.4,-59.1,0,189.4,METRES,,,EOH Magnetic Minerals =  Magnetic Dip = 
DD10UMB002,SAR,0.0,MGA94_53_Z,179.6,-60.0,0,179.6,METRES,,, Magnetic Minerals =  Magnetic Dip = 
DD10UMB002,SAR,318.0,MGA94_53_Z,186.6,-60.7,0,186.6,METRES,,,No rods. Magnetic Minerals =  Magnetic Dip = 
DD10UMB002,SAR,348.0,MGA94_53_Z,182.1,-60.7,0,182.1,METRES,,,No rods. Magnetic Minerals =  Magnetic Dip = 
DD10UMB002,SAR,408.9,MGA94_53_Z,174.7,-60.7,0,174.7,METRES,,,No rods. Magnetic Minerals =  Magnetic Dip = 
DD10WHN001,SAR,0.0,MGA94_53_Z,180.0,-60.0,0,180.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10WHN001,SAR,141.0,MGA94_53_Z,182.5,-61.4,0,182.5,METRES,,,Wedge Information: 28.0 Degs Magnetic Minerals = NONE Magnetic Dip = 
DD10WTH007,SAR,380.0,MGA94_53_Z,233.0,-58.4,0,233.0,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10WTH007,SAR,0.0,MGA94_53_Z,230.0,-56.0,0,230.0,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10WTH007,SAR,170.0,MGA94_53_Z,241.8,-56.0,0,241.8,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10WTH007,SAR,320.0,MGA94_53_Z,232.3,-57.5,0,232.3,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10WTH007,SAR,140.0,MGA94_53_Z,242.1,-55.9,0,242.1,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10WTH007,SAR,271.0,MGA94_53_Z,225.2,-56.8,0,225.2,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10WTH007,SAR,350.0,MGA94_53_Z,221.3,-58.0,0,221.3,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10WTH007,SAR,110.0,MGA94_53_Z,225.3,-55.6,0,225.3,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10WTH007,SAR,200.0,MGA94_53_Z,238.5,-55.9,0,238.5,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10WTH007,SAR,230.0,MGA94_53_Z,238.5,-56.3,0,238.5,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD10WTH007,SAR,290.0,MGA94_53_Z,217.0,-57.1,0,217.0,METRES,,, Magnetic Minerals = MT Magnetic Dip = 
DD11BBT002,SAR,102.7,MGA94_53_Z,68.7,-60.8,0,68.7,METRES,,,MAG: 55750 Magnetic Minerals = NONE Magnetic Dip = 
DD11BBT002,SAR,133.0,MGA94_53_Z,70.3,-61.2,0,70.3,METRES,,,MAG: 55749 Magnetic Minerals = NONE Magnetic Dip = 
DD11BBT002,SAR,339.0,MGA94_53_Z,74.1,-61.3,0,74.1,METRES,,,Mag: 55795 Magnetic Minerals = NONE Magnetic Dip = 
DD11BBT002,SAR,429.0,MGA94_53_Z,76.1,-61.4,0,76.1,METRES,,,Mag; 55810 Magnetic Minerals = NONE Magnetic Dip = 
DD11BBT002,SAR,369.0,MGA94_53_Z,75.4,-61.4,0,75.4,METRES,,,Mag; 55810 Magnetic Minerals = NONE Magnetic Dip = 
DD10TRI008,SAR,295.0,MGA94_53_Z,182.1,-59.0,0,182.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10TRI008,SAR,410.0,MGA94_53_Z,186.1,-58.2,0,186.1,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10TRI008,SAR,651.0,MGA94_53_Z,194.3,-57.3,0,194.3,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
DD10TRI008,SAR,740.0,MGA94_53_Z,203.5,-57.9,0,203.5,METRES,,, Magnetic Minerals = NONE Magnetic Dip = 
