PROJECT,Prospect,SiteID,SiteType,DepthFrom,DepthTo,Lithology1,Lithology2,QUALIFIER1,QUALIFIER2,QUALIFIER3,QUALIFIER4,QUALIFIER5,TEXTURE,TEXTURE2,TEXTURE3,TEXTURE4,TEXTURE5,COLOUR1,Colour1_Intensity,COLOUR2,Colour2_Intensity,STRATIGRAPHY,STRUCTURE,LOGGEDBY,PRIORITY,COMMENTS,DataSource
SAR,JDMS,97RC138,UN,112.0,116.0,LSP,,,,,,,,,,,,GRY,,GRN,,,,,1,,User
SAR,JDMS,97RC138,UN,116.0,117.0,LSP,,,,,,,,,,,,GRY,,GRN,,,,,1,,User
SAR,JDMS,97RC139,UN,0.0,2.0,LOS,,,,,,,,,,,,,,,,TQr1,,,1,NO SAMPLE RETURN,User
SAR,JDMS,97RC139,UN,2.0,8.0,LSI,,,,,,,,,,,,WHT,,BRN,,Tmp2,,,1,"STRGLY SILFD BUBR CY,CONCHOIDAL FRCTRE",User
SAR,JDMS,97RC139,UN,8.0,13.0,CLA,,,,,,,,,,,,WHT,,PNK,,Kmb,,,1,"INCR CY,DECR SILC,WKLY HM&GO CY",User
SAR,JDMS,97RC139,UN,13.0,17.0,LSI,,,,,,,,,,,,PPL,,BRN,,Tmp2,,,1,INCR SILCRTSD WKLY HM CY,User
SAR,JDMS,97RC139,UN,17.0,27.0,CLA,,,,,,,,,,,,PNK,,BLU,,Kmb,,,1,KA&WKLY HM POWDERY CY,User
SAR,JDMS,97RC139,UN,27.0,33.0,CLA,,,,,,,,,,,,YEL,,WHT,,Kmb,,,1,AA DECR HM INCR GO,User
SAR,JDMS,97RC139,UN,33.0,38.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,INCR GO CY,User
SAR,JDMS,97RC139,UN,38.0,40.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,,User
SAR,JDMS,97RC139,UN,40.0,41.0,CLA,,,,,,,,,,,,PNK,,WHT,,Kmb,,,1,PUGGY WKLY HM CY,User
SAR,JDMS,97RC139,UN,41.0,44.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,"STRGLY GO,POWDERY CY",User
SAR,JDMS,97RC139,UN,44.0,49.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,AA SLIGHTLY MOIST,User
SAR,JDMS,97RC139,UN,49.0,54.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,"FG PUGGY ,CARBONACEOUS WD CLAYEY SHALE",User
SAR,JDMS,97RC139,UN,54.0,57.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,AA,User
SAR,JDMS,97RC139,UN,57.0,65.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,AA MOIST+SML YL FLECKS @63m,User
SAR,JDMS,97RC139,UN,65.0,75.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,"DRY,FG CLAYEY WD CARBONACEOUS SHALE",User
SAR,JDMS,97RC139,UN,75.0,87.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,AA SLIGHTLY MOIST,User
SAR,JDMS,97RC139,UN,87.0,89.0,MMR,,,,,,,,,,,,PPL,,RED,,Mhy,,,1,"STRGLY HM&MGT HARD SILICEOUS RCK,FAULT",User
SAR,JDMS,97RC139,UN,89.0,90.0,MMR,,,,,,,,,,,,GRN,,PPL,,Mhy,,,1,"STRGLY MAGNETIC,MOD HM,FG BSLT? W/IN FAULT?",User
SAR,JDMS,97RC139,UN,90.0,94.0,MMR,,,,,,,,,,,,PPL,,GRY,,Mhy,,,1,INCR HM ALTN,User
SAR,JDMS,97RC139,UN,94.0,98.0,MMR,,,,,,,,,,,,RED,,GRY,,Mhy,,,1,"INCR HM,GOSSANOUS IN PARTS?",User
SAR,JDMS,97RC139,UN,98.0,104.0,MMR,,,,,,,,,,,,PPL,,GRY,,Mhy,,,1,"SLIGHT DECR HM,CRYSTALLINE MT?/HM",User
SAR,JDMS,97RC139,UN,104.0,114.0,MMR,,,,,,,,,,,,PPL,,GRY,,Mhy,,,1,"AA+GN ALTN,CU MIN?GOSSANOUS?+GO FRACTURES",User
SAR,JDMS,97RC139,UN,114.0,117.0,LSP,,,,,,,,,,,,GRN,,PPL,,,,,1,"FG WKLY SILICEOUS MAFC+WKLY-MOD MAGNETIC HM RCK,FAULT CONTCT",User
SAR,JDMS,97RC139,UN,117.0,118.0,LSR,,,,,,,,,,,,GRN,,PPL,,,,,1,AA+POSS MNR PY,User
SAR,JDMS,97RC139,UN,118.0,119.0,IMF,,,,,,,,,,,,GRN,,,,Mh-m,,,1,"FG  MAFC,L GR ALTN CU MIN?+MNR OR ALTN KFS?",User
SAR,JDMS,97RC139,UN,119.0,120.0,IMF,,,,,,,,,,,,GRN,,,,Mh-m,,,1,AA + FEW 5-10MM BLOBS NATIVE CU,User
SAR,JDMS,97RC139,UN,120.0,127.0,LSR,,,,,,,,,,,,GRN,,,,,,,1,"ALMST FR GN FG RCK,W/WH FS?+MT123-125m+FS/HM THROUGHOUT+QZVN",User
SAR,JDMS,97RC139,UN,127.0,128.0,IMF,,,,,,,,,,,,GRN,,,,Mh-m,,,1,FG SILCEOUS MAFC? W/MILKY QZVN W/ GN ALTN CU MIN OR EP?,User
SAR,JDMS,97RC139,UN,128.0,130.0,IMF,,,,,,,,,,,,GRN,,,,Mh-m,,,1,DECR QZVN+INCR HM OR KFS(ORRD COLOR) ALTN,User
SAR,JDMS,97RC139,UN,130.0,132.0,IMF,,,,,,,,,,,,GRN,,ORA,,Mh-m,,,1,"LGE FRAGS KFS?-CL-MNR MT RCK,BX? RDOR SILCEOUS ALTN KFS?HM?",User
SAR,JDMS,97RC139,UN,132.0,140.0,IMF,,,,,,,,,,,,GRN,,ORA,,Mh-m,,,1,"DGR FG SILCEOUS MAFC? W/ ORPK KFS/HM ALTN,BX?MAFC GRANITOID?",User
SAR,JDMS,97RC140,UN,0.0,2.0,LOS,,,,,,,,,,,,,,,,TQr1,,,1,NO SAMPLE RETURNED,User
SAR,JDMS,97RC140,UN,2.0,4.0,LSI,,,,,,,,,,,,WHT,,,,Tmp2,,,1,"FG SILCRTSD CY,BRKEN GROUND",User
SAR,JDMS,97RC140,UN,4.0,7.0,LSI,,,,,,,,,,,,YEL,,BRN,,Tmp2,,,1,AA+INCR GO ALTN,User
SAR,JDMS,97RC140,UN,7.0,17.0,CLA,,,,,,,,,,,,YEL,,BRN,,Kmb,,,1,V.WKLY SILFD FG HM&GO CY,User
SAR,JDMS,97RC140,UN,17.0,18.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,INCR GO CY,User
SAR,JDMS,97RC140,UN,18.0,23.0,CLA,,,,,,,,,,,,WHT,,,,Kmb,,,1,"WKLY SILFD KA CY,W/MNR GO",User
SAR,JDMS,97RC140,UN,23.0,26.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,INCR GO DOWNHOLE,User
SAR,JDMS,97RC140,UN,26.0,29.0,CLA,,,,,,,,,,,,WHT,,,,Kmb,,,1,,User
SAR,JDMS,97RC140,UN,29.0,30.0,CLA,,,,,,,,,,,,YEL,,WHT,,Kmb,,,1,,User
SAR,JDMS,97RC140,UN,30.0,34.0,CLA,,,,,,,,,,,,WHT,,,,Kmb,,,1,,User
SAR,JDMS,97RC140,UN,34.0,35.0,CLA,,,,,,,,,,,,YEL,,BRN,,Kmb,,,1,"GO&KA CLAY,WKLY SILFD IN PARTS",User
SAR,JDMS,97RC140,UN,35.0,37.0,CLA,,,,,,,,,,,,WHT,,,,Kmb,,,1,,User
SAR,JDMS,97RC140,UN,37.0,39.0,CLA,,,,,,,,,,,,BRN,,,,Kmb,,,1,SLIGHTLY MOIST PUGGY KA CY W/ MNR HM ALTN,User
SAR,JDMS,97RC140,UN,39.0,44.0,CLA,,,,,,,,,,,,ORA,,BRN,,Kmb,,,1,FERRUG &WKLY HM PUGGY CY,User
SAR,JDMS,97RC140,UN,44.0,50.0,CLA,,,,,,,,,,,,WHT,,BRN,,Kmb,,,1,DECR FE,User
SAR,JDMS,97RC140,UN,50.0,51.0,CLA,,,,,,,,,,,,RED,,BRN,,Kmb,,,1,STRGLY FERRUG  CY,User
SAR,JDMS,97RC140,UN,51.0,52.0,CLA,,,,,,,,,,,,GRY,,WHT,,Kmb,,,1,WKLY CARBONACEOUS CY,User
SAR,JDMS,97RC140,UN,52.0,63.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,"FG CARBONACEOUS SLIGHTLY MOIST CY,WEATHRD SHALE",User
SAR,JDMS,97RC140,UN,63.0,68.0,UNK,,,,,,,,,,,,,,,,,,,1,"NO SAMPLE,DIFFICULT DRILLING",User
SAR,JDMS,97RC140,UN,68.0,87.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,SLIGHTLY MOIST WEATHERD CARBONACEOUS CLAY RCH SHALE,User
SAR,JDMS,97RC140,UN,87.0,88.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,"PUGGY WD SHALE+HM&MT RCH RCK,FAULT CONTACT",User
SAR,JDMS,97RC140,UN,88.0,96.0,MMR,,,,,,,,,,,,RED,,GRN,,Mhy,,,1,"HIGHLY ALTD,MT-HM-MNR GO+GN MIN(CU MIN OR CL?),FAULT LOW MT@",User
SAR,JDMS,97RC140,UN,96.0,104.0,MMR,,,,,,,,,,,,RED,,GRY,,Mhy,,,1,"INCR HM ALTN,CRYSTALLINE HM/MT @99m",User
SAR,JDMS,97RC140,UN,104.0,105.0,MMR,,,,,,,,,,,,RED,,GRY,,Mhy,,,1,"AA HM-MT-CL? RCK,XSTALNE MT/HM+DGN SP/SR BSLT?RODS STUCK,PO",User
SAR,JDMS,97RC141,UN,0.0,5.0,LSI,,,,,,,,,,,,WHT,,,,Tmp2,,,1,,User
SAR,JDMS,97RC141,UN,5.0,10.0,CLA,,,,,,,,,,,,WHT,,,,Kmb,,,1,,User
SAR,JDMS,97RC141,UN,10.0,15.0,CLA,,,,,,,,,,,,YEL,,WHT,,Kmb,,,1,,User
SAR,JDMS,97RC141,UN,15.0,24.0,CLA,,,,,,,,,,,,GRY,,WHT,,Kmb,,,1,,User
SAR,JDMS,97RC141,UN,24.0,30.0,CLA,,,,,,,,,,,,YEL,,BRN,,Kmb,,,1,,User
SAR,JDMS,97RC141,UN,30.0,31.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,,User
SAR,JDMS,97RC141,UN,31.0,35.0,CLA,,,,,,,,,,,,YEL,,WHT,,Kmb,,,1,,User
SAR,JDMS,97RC141,UN,35.0,39.0,CLA,,,,,,,,,,,,GRY,,BRN,,Kmb,,,1,,User
SAR,JDMS,97RC141,UN,39.0,43.0,CLA,,,,,,,,,,,,BRN,,,,Kmb,,,1,,User
SAR,JDMS,97RC141,UN,43.0,51.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,,User
SAR,JDMS,97RC141,UN,51.0,52.0,CLA,,,,,,,,,,,,PPL,,,,Kmb,,,1,"Strongly magnetic interval, ?basement",User
SAR,JDMS,97RC141,UN,52.0,63.5,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,,User
SAR,JDMS,97RC141,UN,63.5,64.0,CLA,,,,,,,,,,,,PPL,,,,Kmb,,,1,,User
SAR,JDMS,97RC141,UN,64.0,68.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,,User
SAR,JDMS,97RC141,UN,68.0,78.0,LSP,,,,,,,,,,,,GRY,,,,,,,1,,User
SAR,JDMS,97RC141,UN,78.0,83.0,LSR,,,,,,,,,,,,GRY,,,,,,,1,,User
SAR,JDMS,97RC141,UN,83.0,88.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,?MGTBR or magnetite-feldsp granite,User
SAR,JDMS,97RC141,UN,88.0,91.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,?MGTBR or magnetite-feldsp-mnr qtz granite,User
SAR,JDMS,97RC141,UN,91.0,95.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,?MGTBR or magnetite-feldsp-mnr qtz granite,User
SAR,JDMS,97RC141,UN,95.0,96.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,?MGTBR or magnetite-feldsp-mnr qtz granite,User
SAR,JDMS,97RC141,UN,96.0,105.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,JDMS,97RC141,UN,105.0,106.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,Mod qtz veining,User
SAR,JDMS,97RC141,UN,106.0,107.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,JDMS,97RC141,UN,107.0,109.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,JDMS,97RC141,UN,109.0,111.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,JDMS,97RC142,UN,0.0,7.0,LSI,,,,,,,,,,,,WHT,,BRN,,Tmp2,,,1,,User
SAR,JDMS,97RC142,UN,7.0,11.0,CLA,,,,,,,,,,,,BRN,,,,Kmb,,,1,,User
SAR,JDMS,97RC142,UN,11.0,17.0,CLA,,,,,,,,,,,,WHT,,,,Kmb,,,1,,User
SAR,JDMS,97RC142,UN,17.0,20.0,CLA,,,,,,,,,,,,BRN,,,,Kmb,,,1,,User
SAR,JDMS,97RC142,UN,20.0,23.0,CLA,,,,,,,,,,,,PPL,,WHT,,Kmb,,,1,,User
SAR,JDMS,97RC142,UN,23.0,29.0,CLA,,,,,,,,,,,,BRN,,,,Kmb,,,1,,User
SAR,JDMS,97RC142,UN,29.0,31.0,CLA,,,,,,,,,,,,GRY,,BRN,,Kmb,,,1,,User
SAR,JDMS,97RC142,UN,31.0,40.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,,User
SAR,JDMS,97RC142,UN,40.0,41.0,CLA,,,,,,,,,,,,BRN,,,,Kmb,,,1,,User
SAR,JDMS,97RC142,UN,41.0,52.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,,User
SAR,JDMS,97RC142,UN,52.0,59.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,,User
SAR,JDMS,97RC142,UN,59.0,70.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,,User
SAR,JDMS,97RC142,UN,70.0,73.0,LSP,,,,,,,,,,,,GRY,,,,,,,1,,User
SAR,JDMS,97RC142,UN,73.0,74.0,LSP,,,,,,,,,,,,BRN,,,,,,,1,,User
SAR,JDMS,97RC142,UN,74.0,79.0,LSP,,,,,,,,,,,,GRY,,,,,,,1,,User
SAR,JDMS,97RC142,UN,79.0,88.0,LSP,,,,,,,,,,,,GRY,,,,,,,1,,User
SAR,JDMS,97RC142,UN,88.0,94.0,LSP,,,,,,,,,,,,GRY,,,,,,,1,,User
SAR,JDMS,97RC142,UN,94.0,97.0,LSR,,,,,,,,,,,,GRY,,,,,,,1,,User
SAR,JDMS,97RC142,UN,97.0,117.0,IGR,,,,,,,,,,,,GRY,,BRN,,Mh-f,,,1,"Magnetite-qtz-feldsp granite, coarse grained",User
SAR,JDMS,97RC142,UN,117.0,118.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,Dissem py in magnetite intervals,User
SAR,JDMS,97RC142,UN,118.0,120.0,IGR,,,,,,,,,,,,GRY,,BRN,,Mh-f,,,1,"Magnetite-qtz-feldsp granite, coarse grained",User
SAR,JDMS,97RC143,UN,0.0,10.0,LSI,,,,,,,,,,,,YEL,,WHT,,Tmp2,,,1,,User
SAR,JDMS,97RC143,UN,10.0,12.0,CLA,,,,,,,,,,,,WHT,,,,Kmb,,,1,,User
SAR,JDMS,97RC143,UN,12.0,17.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,,User
SAR,JDMS,97RC143,UN,17.0,27.0,CLA,,,,,,,,,,,,WHT,,,,Kmb,,,1,,User
SAR,JDMS,97RC143,UN,27.0,30.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,,User
SAR,JDMS,97RC143,UN,30.0,33.0,CLA,,,,,,,,,,,,GRY,,BRN,,Kmb,,,1,,User
SAR,JDMS,97RC143,UN,33.0,38.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,,User
SAR,JDMS,97RC143,UN,38.0,44.0,CLA,,,,,,,,,,,,GRN,,BRN,,Kmb,,,1,,User
SAR,JDMS,97RC143,UN,44.0,71.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,,User
SAR,JDMS,97RC143,UN,71.0,73.0,LSP,,,,,,,,,,,,GRY,,,,,,,1,,User
SAR,JDMS,97RC143,UN,73.0,79.0,LSP,,,,,,,,,,,,BRN,,,,,,,1,,User
SAR,JDMS,97RC143,UN,79.0,86.0,LSP,,,,,,,,,,,,GRY,,,,,,,1,,User
SAR,JDMS,97RC143,UN,86.0,88.0,LSR,,,,,,,,,,,,GRY,,,,,,,1,,User
SAR,JDMS,97RC143,UN,88.0,92.0,LSR,,,,,,,,,,,,GRY,,,,Mh-f,,,1,"Weakly weath. ?mgt-feldsp granite,tr qv @ 89-90m",User
SAR,JDMS,97RC143,UN,92.0,102.0,IGR,,,,,,,,,,,,GRY,,,,Mh-f,,,1,,User
SAR,JDMS,97RC143,UN,102.0,104.0,IGR,,,,,,,,,,,,RED,,GRY,,Mh-f,,,1,Feldsp-mnr mgt cgn/crystalline granite,User
SAR,JDMS,97RC143,UN,104.0,107.0,IGR,,,,,,,,,,,,RED,,GRY,,Mh-f,,,1,,User
SAR,JDMS,97RC143,UN,107.0,108.0,IGR,,,,,,,,,,,,RED,,GRY,,Mh-f,,,1,Dissem py in mgt ?matrix,User
SAR,JDMS,97RC143,UN,108.0,117.0,IGR,,,,,,,,,,,,RED,,GRY,,Mh-f,,,1,"Feldsp.-mnr mgt granite, coarse grained",User
SAR,JDMS,97RC143,UN,117.0,118.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,JDMS,97RC143,UN,118.0,119.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,"vfgn py + crystalline py, both in matrix",User
SAR,JDMS,97RC143,UN,119.0,120.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,as above,User
SAR,JDMS,97RC143,UN,120.0,123.0,IGR,,,,,,,,,,,,RED,,GRY,,Mh-f,,,1,"Felsp-mgt granite, coarse grained",User
SAR,JDMS,97RC143,UN,123.0,124.0,IGR,,,,,,,,,,,,RED,,GRY,,Mh-f,,,1,Trace 2mm py vein,User
SAR,JDMS,97RC143,UN,124.0,125.0,IGR,,,,,,,,,,,,RED,,GRY,,Mh-f,,,1,,User
SAR,JDMS,97RC143,UN,125.0,126.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,JDMS,97RC143,UN,126.0,130.0,MMR,,,,,,,,,,,,GRY,,BLU,,Mhy,,,1,Massive mgt + 10% dissem py,User
SAR,JDMS,97RC143,UN,130.0,133.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,Mnr granite only,User
SAR,JDMS,97RC143,UN,133.0,136.0,MMR,,,,,,,,,,,,GRY,,BLU,,Mhy,,,1,,User
SAR,JDMS,97RC143,UN,136.0,137.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,JDMS,97RC143,UN,137.0,141.0,MMR,,,,,,,,,,,,GRY,,BLU,,Mhy,,,1,Massive mgt + mnr py,User
SAR,JDMS,97RC144,UN,0.0,1.0,LSI,,,,,,,,,,,,BRN,,,,Tmp2,,,1,,User
SAR,JDMS,97RC144,UN,1.0,7.0,LSI,,,,,,,,,,,,WHT,,BRN,,Tmp2,,,1,,User
SAR,JDMS,97RC144,UN,7.0,15.0,CLA,,,,,,,,,,,,BRN,,,,Kmb,,,1,,User
SAR,JDMS,97RC144,UN,15.0,17.0,CLA,,,,,,,,,,,,YEL,,BRN,,Kmb,,,1,,User
SAR,JDMS,97RC144,UN,17.0,21.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,,User
SAR,JDMS,97RC144,UN,21.0,26.0,CLA,,,,,,,,,,,,WHT,,,,Kmb,,,1,,User
SAR,JDMS,97RC144,UN,26.0,27.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,,User
SAR,JDMS,97RC144,UN,27.0,32.0,CLA,,,,,,,,,,,,WHT,,,,Kmb,,,1,,User
SAR,JDMS,97RC144,UN,32.0,35.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,,User
SAR,JDMS,97RC144,UN,35.0,44.0,CLA,,,,,,,,,,,,GRY,,WHT,,Kmb,,,1,,User
SAR,JDMS,97RC144,UN,44.0,50.0,CLA,,,,,,,,,,,,GRN,,BRN,,Kmb,,,1,,User
SAR,JDMS,97RC144,UN,50.0,93.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,,User
SAR,JDMS,97RC144,UN,93.0,95.0,LSP,,,,,,,,,,,,PPL,,,,,,,1,"?Ferriginous basement, wet",User
SAR,JDMS,97RC144,UN,95.0,100.0,LSP,,,,,,,,,,,,GRY,,,,,,,1,Looks similar to str weath footwall clays seen in otherholes,User
SAR,JDMS,97RC144,UN,100.0,113.0,MMR,,,,,,,,,,,,PPL,,,,Mhy,,,1,"V str weath gossaneous ?mgt,hole abd due to bit blocking etc",User
SAR,MXA1,97RC145,UN,0.0,12.0,LSI,,,,,,,,,,,,WHT,,BRN,,Tmp2,,,1,,User
SAR,MXA1,97RC145,UN,12.0,20.0,CLA,,,,,,,,,,,,BRN,,,,Kmb,,,1,,User
SAR,MXA1,97RC145,UN,20.0,28.0,CLA,,,,,,,,,,,,BRN,,,,Kmb,,,1,,User
SAR,MXA1,97RC145,UN,28.0,30.0,CLA,,,,,,,,,,,,YEL,,BRN,,Kmb,,,1,,User
SAR,MXA1,97RC145,UN,30.0,32.0,CLA,,,,,,,,,,,,GRY,,BRN,,Kmb,,,1,,User
SAR,MXA1,97RC145,UN,32.0,33.0,CLA,,,,,,,,,,,,YEL,,BRN,,Kmb,,,1,,User
SAR,MXA1,97RC145,UN,33.0,35.0,CLA,,,,,,,,,,,,BRN,,,,Kmb,,,1,,User
SAR,MXA1,97RC145,UN,35.0,37.0,CLA,,,,,,,,,,,,GRY,,GRN,,Kmb,,,1,,User
SAR,MXA1,97RC145,UN,37.0,44.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,,User
SAR,MXA1,97RC145,UN,44.0,75.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,,User
SAR,MXA1,97RC145,UN,75.0,77.0,LSP,,,,,,,,,,,,BRN,,,,,,,1,,User
SAR,MXA1,97RC145,UN,77.0,82.0,LSP,,,,,,,,,,,,GRY,,,,,,,1,,User
SAR,MXA1,97RC145,UN,82.0,90.0,LSR,,,,,,,,,,,,GRY,,,,,,,1,Occasional traces of py,User
SAR,MXA1,97RC145,UN,90.0,93.0,LSR,,,,,,,,,,,,GRN,,,,,,,1,,User
SAR,MXA1,97RC145,UN,93.0,97.0,MGN,,,,,,,,,,,,GRY,,,,Ls,,,1,,User
SAR,MXA1,97RC145,UN,97.0,100.0,MGN,,,,,,,,,,,,GRN,,GRY,,Ls,,,1,,User
SAR,MXA1,97RC145,UN,100.0,101.0,MGN,,,,,,,,,,,,RED,,GRY,,Ls,,,1,,User
SAR,MXA1,97RC145,UN,101.0,105.0,MGN,,,,,,,,,,,,GRY,,,,Ls,,,1,,User
SAR,MXA1,97RC145,UN,105.0,106.0,IGR,,,,,,,,,,,,RED,,GRY,,Mh-f,,,1,,User
SAR,MXA1,97RC145,UN,106.0,108.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,MXA1,97RC145,UN,108.0,109.0,IGR,,,,,,,,,,,,RED,,GRY,,Mh-f,,,1,,User
SAR,MXA1,97RC145,UN,109.0,115.0,MGN,,,,,,,,,,,,GRY,,,,Ls,,,1,,User
SAR,MXA1,97RC145,UN,115.0,120.0,MMR,,,,,,,,,,,,GRY,,BLU,,Mhy,,,1,,User
SAR,MXA1,97RC145,UN,120.0,121.0,MMR,,,,,,,,,,,,GRY,,BLU,,Mhy,,,1,,User
SAR,MXA1,97RC145,UN,121.0,122.0,MMR,,,,,,,,,,,,GRY,,BLU,,Mhy,,,1,"Snotty sample!(condent+polymer), poor sample & mag sus",User
SAR,MXA1,97RC145,UN,122.0,125.0,MMR,,,,,,,,,,,,GRY,,BLU,,Mhy,,,1,,User
SAR,MXA1,97RC145,UN,125.0,127.0,MGN,,,,,,,,,,,,GRY,,,,Ls,,,1,,User
SAR,MXA1,97RC145,UN,127.0,131.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,MXA1,97RC145,UN,131.0,138.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,MXA1,97RC145,UN,138.0,139.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,MXA1,97RC145,UN,139.0,141.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,MXA1,97RC145,UN,141.0,142.0,MMR,,,,,,,,,,,,GRY,,BLU,,Mhy,,,1,,User
SAR,MXA1,97RC145,UN,142.0,143.0,MMR,,,,,,,,,,,,GRY,,BLU,,Mhy,,,1,,User
SAR,MXA1,97RC145,UN,143.0,144.0,MMR,,,,,,,,,,,,GRY,,BRN,,Mhy,,,1,,User
SAR,MXA1,97RC145,UN,144.0,145.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,MXA1,97RC145,UN,145.0,146.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,MXA1,97RC145,UN,146.0,148.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,MXA1,97RC145,UN,148.0,150.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,Dodecahedron crystal of py,User
SAR,MXA1,97RC145,UN,150.0,155.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,MXA1,97RC145,UN,155.0,156.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,Vein of white qtz with strong py + chl altn @ margins,User
SAR,MXA1,97RC145,UN,156.0,157.0,MMR,,,,,,,,,,,,RED,,GRY,,Mhy,,,1,Pervasive hem altn,User
SAR,MXA1,97RC145,UN,157.0,159.0,MMR,,,,,,,,,,,,GRY,,,,Mhy,,,1,,User
SAR,MXA1,97RC146,UN,0.0,3.0,LSI,,,,,,,,,,,,BRN,,,,Tmp2,,,1,,User
SAR,MXA1,97RC146,UN,3.0,12.0,LSI,,,,,,,,,,,,BRN,,WHT,,Tmp2,,,1,,User
SAR,MXA1,97RC146,UN,12.0,16.0,CLA,,,,,,,,,,,,PNK,,BRN,,Kmb,,,1,,User
SAR,MXA1,97RC146,UN,16.0,23.0,CLA,,,,,,,,,,,,BRN,,,,Kmb,,,1,,User
SAR,MXA1,97RC146,UN,23.0,30.0,CLA,,,,,,,,,,,,WHT,,,,Kmb,,,1,,User
SAR,MXA1,97RC146,UN,30.0,41.0,CLA,,,,,,,,,,,,YEL,,,,Kmb,,,1,,User
SAR,MXA1,97RC146,UN,41.0,47.0,CLA,,,,,,,,,,,,YEL,,GRN,,Kmb,,,1,,User
SAR,MXA1,97RC146,UN,47.0,77.0,CLA,,,,,,,,,,,,GRY,,,,Kmb,,,1,,User
SAR,MXA1,97RC146,UN,77.0,81.0,LSP,,,,,,,,,,,,GRY,,,,,,,1,,User
SAR,MXA1,97RC146,UN,81.0,86.0,LSR,,,,,,,,,,,,GRY,,,,,,,1,,User
SAR,MXA1,97RC146,UN,86.0,99.0,MMR,,,,,,,,,,,,GRY,,BLU,,Mhy,,,1,"Weakly weath, fgn mgt, v few solid chips",User
