Project,SiteId,Depth_From,Depth_To,Altmineral1,Altstyle1,Altmineral2,Altstyle2
SAR,DD08PHW007,341.55,347.94,CH,P,SE,P
SAR,DD08PHW007,347.94,355.9,CB,V,CH,P
SAR,DD08PHW007,355.9,361.69,CB,O,CH,C
SAR,DD08PHW007,361.69,376.9,CB,V,CH,O
SAR,DD08PHW007,376.9,377.8,CH,F,HRR,P
SAR,DD08PHW007,377.8,378.7,CB,V,CH,P
SAR,DD08PHW007,378.7,380.2,HRE,F,SE,F
SAR,DD08PHW007,380.2,383.95,CB,V,CH,P
SAR,DD08PHW007,383.95,385.5,CH,P,SE,P
SAR,DD08PHW007,385.5,386.2,CB,V,CH,P
SAR,DD08PHW007,386.2,389.0,CH,F,SE,F
SAR,DD08PHW007,389.0,389.6,HRE,P,CB,V
SAR,DD08PHW007,389.6,398.03,CH,P,HRR,C
SAR,DD08PHW007,398.03,406.7,HRE,P,CB,O
SAR,DD08PHW007,406.7,410.2,CB,V,SE,P
SAR,DD08PHW007,410.2,446.0,CB,O,SE,O
SAR,DD08PHW007,446.0,448.75,CH,P,SE,P
SAR,DD08PHW007,448.75,449.5,CB,O,SE,O
SAR,DD08PHW007,449.5,453.1,CH,P,SE,P
SAR,DD08PHW007,453.1,456.5,CB,O,CH,P
SAR,DD08PHW007,456.5,460.27,CH,O,SE,P
SAR,DD08PHW007,460.27,461.4,CH,P,CB,O
SAR,DD08PHW007,461.4,464.43,CH,O,SE,P
SAR,DD08PHW007,464.43,477.73,CB,V,CH,P
SAR,DD08PHW007,477.73,479.34,CH,P,HRR,P
SAR,DD08PHW007,479.34,480.62,CH,P,HSP,C
SAR,DD08PHW007,480.62,481.5,CH,F,HRE,O
SAR,DD08PHW007,481.5,495.15,CH,P,SE,P
SAR,DD08PHW007,492.76,500.2,CB,O,CH,P
SAR,DD08PHW007,495.15,499.4,SE,P,SI,P
SAR,DD08PHW007,499.4,509.9,SE,P,CH,P
SAR,DD08PHW007,500.2,513.5,CB,V,CH,P
SAR,DD08PHW007,509.9,513.02,SE,P,CH,O
SAR,DD08PHW007,513.02,515.92,SE,F,HRE,X
SAR,DD08PHW007,513.5,515.3,CB,V,HRR,P
SAR,DD08PHW007,515.3,519.0,CB,V,CH,C
SAR,DD08PHW007,515.92,519.1,LX,D,SE,P
SAR,DD08PHW007,519.0,526.3,CH,P,HRR,P
SAR,DD08PHW007,519.1,526.35,HRR,C,SI,P
SAR,DD08PHW007,526.3,534.0,CB,O,CH,O
SAR,DD08PHW007,526.35,536.0,CB,O,SE,C
SAR,DD08PHW007,534.0,535.15,CB,O,CH,P
SAR,DD08PHW007,535.15,539.5,CB,O,CH,O
SAR,DD08PHW007,536.0,540.6,CB,O,SE,O
SAR,DD08PHW007,539.5,540.9,CB,O,CH,P
SAR,DD08PHW007,540.6,546.9,CH,P,SE,F
SAR,DD08PHW007,540.9,546.9,CH,O,CH,P
SAR,DD08PHW008,111.6,192.68,se,C,HRE,P
SAR,DD08PHW008,192.68,252.98,se,F,ch,P
SAR,DD08PHW008,252.98,271.8,ch,O,HRE,O
SAR,DD08PHW008,271.8,276.29,ch,O,HRE,P
SAR,DD08PHW008,276.29,279.3,se,O,HRE,P
SAR,DD08PHW008,279.3,294.9,SE,C,HRE,P
SAR,DD08PHW008,294.9,295.55,se,F,HRE,P
SAR,DD08PHW008,295.55,296.4,se,O,HRE,P
SAR,DD08PHW008,296.4,303.17,se,F,HRE,P
SAR,DD08PHW008,303.17,309.2,se,O,HRE,P
SAR,DD08PHW008,309.2,328.3,SE,F,HRE,P
SAR,DD08PHW008,328.3,382.0,SE,F,HRE,P
SAR,DD08PHW008,382.0,407.9,SE,F,HRE,P
SAR,DD08PHW008,407.9,409.79,se,C,HRE,P
SAR,DD08PHW008,409.79,424.3,SE,F,HRE,P
SAR,DD08PHW008,424.3,425.48,SE,C,HRE,X
SAR,DD08PHW008,425.48,451.06,SE,F,HRE,P
SAR,DD08PHW008,451.06,455.8,HDG,O,HSG,O
SAR,DD08PHW008,455.8,467.46,HRE,X,,
SAR,DD08PHW008,467.46,621.4,HSG,O,se,C
SAR,DD09CAL009,116.7,135.4,CH,C,HRR,C
SAR,DD09CAL009,135.4,144.9,SE,C,CH,P
SAR,DD09CAL009,144.9,192.0,HRR,C,SE,P
SAR,DD09CAL009,192.0,207.5,SE,P,,
SAR,DD09CAL009,207.5,209.8,CH,C,HRR,P
SAR,DD09CAL009,209.8,223.0,HRR,P,SE,P
SAR,DD09CAL009,223.0,238.2,CH,P,SE,C
SAR,DD09CAL009,238.2,242.7,SE,P,,
SAR,DD09CAL009,242.7,247.1,EP,C,hm,P
SAR,DD09CAL009,247.1,255.9,EP,C,HRR,P
SAR,DD09CAL009,255.9,258.5,SI,P,,
SAR,DD09CAL009,258.5,261.5,CH,P,HRR,C
SAR,DD09CAL009,261.5,281.5,SI,P,,
SAR,DD09CAL009,281.5,303.5,cb,C,CH,C
SAR,DD09CAL009,303.5,321.4,CB,P,HM,P
SAR,DD09CAL009,321.4,331.6,SI,P,SE,C
SAR,DD09CAL009,331.6,339.7,am,C,CH,P
SAR,DD09CAL009,339.7,345.5,SE,C,SI,P
SAR,DD09CAL009,345.5,363.5,HRR,C,AM,C
SAR,DD09CAL009,363.5,435.0,HRR,C,cb,C
SAR,DD09CAL009,435.0,460.3,CH,P,HRE,C
SAR,DD09CAL009,460.3,463.5,SE,P,CH,P
SAR,DD09CAL009,463.5,510.0,CB,C,CH,P
SAR,DD09CAL009,510.0,520.2,SI,P,,
SAR,DD09CAL010,99.8,100.0,fe,F,,
SAR,DD09CAL010,104.2,104.8,FE,P,,
SAR,DD09CAL010,114.0,125.4,FE,P,,
SAR,DD09CAL010,158.65,160.3,CB,O,HRE,P
SAR,DD09CAL010,160.3,162.9,CB,V,HRE,P
SAR,DD09CAL010,162.9,166.7,CH,O,CB,O
SAR,DD09CAL010,166.7,170.2,CB,O,HRE,P
SAR,DD09CAL010,170.2,184.2,CB,O,HRE,P
SAR,DD09CAL010,184.2,184.8,HRE,P,,
SAR,DD09CAL010,184.8,198.1,CB,V,HRE,P
SAR,DD09CAL010,198.1,205.5,CB,V,HRE,P
SAR,DD09CAL010,205.5,210.2,SE,C,HRE,P
SAR,DD09CAL010,210.2,223.35,CB,O,CH,O
SAR,DD09CAL010,223.35,241.0,CB,V,CH,C
SAR,DD09CAL010,241.0,249.0,CB,V,CH,P
SAR,DD09CAL010,249.0,252.9,CB,V,CH,V
SAR,DD09CAL010,252.9,259.8,CB,V,SE,F
SAR,DD09CAL010,259.8,263.6,SE,P,HRE,P
SAR,DD09CAL010,263.6,285.0,HDG,C,CH,P
SAR,DD09CAL010,285.0,286.0,HRE,C,,
SAR,DD09CAL010,286.0,286.7,CB,V,HRE,P
SAR,DD09CAL010,286.7,289.7,HRE,C,,
SAR,DD09CAL010,289.7,291.0,HRE,C,CB,V
SAR,DD09CAL010,291.0,311.2,CH,C,HRE,C
SAR,DD09CAL010,311.2,312.9,QT,C,CB,V
SAR,DD09CAL010,312.9,315.1,CH,C,HRE,C
SAR,DD09CAL010,315.1,328.8,HDG,V,HRR,P
SAR,DD09CAL010,328.8,334.0,HSG,V,SI,P
SAR,DD09CAL010,334.0,344.0,HRE,C,SI,P
SAR,DD09CAL010,344.0,346.85,CB,V,CH,P
SAR,DD09CAL010,346.85,354.7,CH,V,HRE,C
SAR,DD09CAL010,354.7,358.6,HRE,P,HRE,V
SAR,DD09CAL010,358.6,363.4,SI,P,,
SAR,DD09CAL010,363.4,365.0,CH,V,HSP,C
SAR,DD09CAL010,365.0,367.1,HRE,V,CH,V
SAR,DD09CAL010,367.1,368.4,HRE,P,,
SAR,DD09CAL010,368.4,383.4,HRE,C,SI,P
SAR,DD09CAL010,383.4,385.0,HRE,P,HRE,V
SAR,DD09CAL010,385.0,391.5,SI,P,,
SAR,DD09CAL010,391.5,401.0,SE,O,CH,V
SAR,DD09CAL010,401.0,402.5,CH,F,SI,P
SAR,DD09CAL010,402.5,405.0,GR,C,HRE,P
SAR,DD09CAL010,405.0,408.8,CH,V,SI,P
SAR,DD09CAL010,408.8,410.5,CH,P,HRR,C
SAR,DD09CAL010,410.5,410.8,SI,P,,
SAR,DD09CAL010,410.8,413.2,HRR,V,am,C
SAR,DD09CAL010,413.2,415.3,CB,V,HRR,C
SAR,DD09CAL010,415.3,426.0,CB,V,HRE,V
SAR,DD09CAL010,426.0,428.0,CB,V,HRE,V
SAR,DD09CAL010,428.0,450.6,HRE,V,CB,V
SAR,DD09CAL010,450.6,451.5,CB,V,HRR,C
SAR,DD09CAL010,451.5,461.1,HRE,C,CB,P
SAR,DD09CAL010,461.1,511.0,GR,C,CH,C
SAR,DD09CAL010,511.0,517.0,HRE,V,CB,V
SAR,DD09CAL010,517.0,537.9,CB,V,CH,P
SAR,DD09CAL010,537.9,540.9,CB,P,CH,C
SAR,DD09CLS001,64.9,65.6,HRR,P,SE,C
SAR,DD09CLS001,65.6,69.5,AM,P,BI,P
SAR,DD09CLS001,69.5,73.8,SI,P,AM,P
SAR,DD09CLS001,73.8,75.9,AM,P,BI,P
SAR,DD09CLS001,75.9,77.4,DO,P,SI,P
SAR,DD09CLS001,77.4,79.0,am,P,BI,P
SAR,DD09CLS001,79.0,111.0,DO,P,SI,P
SAR,DD09CLS001,111.0,125.6,SI,P,AM,P
SAR,DD09CLS001,125.6,131.9,AM,P,bi,P
SAR,DD09CLS001,131.9,139.4,AM,C,BI,C
SAR,DD09CLS001,139.4,151.75,AM,P,BI,P
SAR,DD09CLS001,151.75,153.7,HRR,P,AM,V
SAR,DD09CLS001,153.7,155.3,AM,P,BI,P
SAR,DD09CLS001,155.3,157.2,HRR,P,,
SAR,DD09CLS001,157.2,158.75,AM,P,BI,P
SAR,DD09CLS001,158.75,160.0,HRR,P,,
SAR,DD09CLS001,160.0,172.0,AM,P,BI,P
SAR,DD09CLS001,172.0,182.5,HRR,P,,
SAR,DD09CLS001,182.5,192.5,AM,P,DO,P
SAR,DD09CLS001,192.5,198.3,SI,C,AM,P
SAR,DD09CLS001,198.3,211.0,AM,V,HRR,P
SAR,DD09CLS001,211.0,271.6,SI,P,AM,P
SAR,DD09CLS001,271.6,273.8,SI,M,,
SAR,DD09CLS001,273.8,287.4,SI,P,AM,P
SAR,DD09CLS001,287.4,296.2,HRR,P,,
SAR,DD09CLS001,296.2,360.1,SI,P,AM,P
SAR,DD09CLS001,360.1,362.0,AM,V,HRR,P
SAR,DD09CLS001,362.0,365.0,SI,P,AM,P
SAR,DD09CLS001,365.0,366.6,AM,V,HRR,P
SAR,DD09CLS001,366.6,439.1,SI,P,AM,P
SAR,DD09CLS002,71.8,92.1,AM,P,SI,C
SAR,DD09CLS002,92.1,92.6,AM,C,SI,P
SAR,DD09CLS002,92.6,99.1,AM,P,BI,P
SAR,DD09CLS002,99.1,115.4,DO,C,SI,P
SAR,DD09CLS002,115.4,152.6,AM,P,DO,P
SAR,DD09CLS002,152.6,187.8,AM,P,CA,P
SAR,DD09CLS002,187.8,188.8,BI,P,CA,O
SAR,DD09CLS002,188.8,202.2,CB,P,MU,C
SAR,DD09CLS002,207.6,224.6,am,P,do,P
SAR,DD09CLS002,224.6,234.77,AM,P,DO,P
SAR,DD09CLS002,234.77,235.7,HRR,C,AM,P
SAR,DD09CLS002,235.7,237.3,HRR,V,AM,P
SAR,DD09CLS002,237.3,241.1,SI,P,mu,P
SAR,DD09CLS002,241.1,246.5,AM,P,DO,P
SAR,DD09CLS002,246.5,255.5,HRR,C,AM,P
SAR,DD09CLS002,255.5,256.1,to,C,DO,P
SAR,DD09CLS002,256.1,261.44,DO,P,HRR,V
SAR,DD09CLS002,261.44,269.0,HRR,P,,
SAR,DD09CLS002,269.0,274.4,DO,C,HRR,C
SAR,DD09CLS002,274.4,308.75,CH,C,DO,P
SAR,DD09CLS002,308.75,310.4,HRR,C,am,C
SAR,DD09CLS002,310.4,317.6,AM,C,DO,P
SAR,DD09CLS002,317.6,320.3,DO,P,HRR,P
SAR,DD09CLS002,320.3,323.0,AM,P,DO,P
SAR,DD09CLS002,323.0,330.0,AM,P,SI,P
SAR,DD09CLS002,330.0,337.6,AM,P,DO,P
SAR,DD09CLS002,337.6,340.35,CH,C,DO,P
SAR,DD09CLS002,340.35,346.4,AM,C,SI,C
SAR,DD09EUR001,62.5,63.4,CH,P,HRR,P
SAR,DD09EUR001,63.4,64.3,CH,P,DS,C
SAR,DD09EUR001,64.3,65.0,HRR,P,,
SAR,DD09EUR001,65.0,66.3,CH,P,,
SAR,DD09EUR001,66.3,67.0,HRR,P,,
SAR,DD09EUR001,67.0,73.2,CH,C,DS,P
SAR,DD09EUR001,73.2,74.0,HRR,P,,
SAR,DD09EUR001,74.0,76.9,CH,C,DS,P
SAR,DD09EUR001,76.9,78.2,HRR,P,,
SAR,DD09EUR001,78.2,82.0,DS,P,,
SAR,DD09EUR001,82.0,83.1,CH,P,MT,D
SAR,DD09EUR001,83.1,96.3,HRE,C,CH,P
SAR,DD09EUR001,96.3,97.8,CH,C,HRE,C
SAR,DD09EUR001,97.8,105.2,HRE,C,CH,C
SAR,DD09EUR001,105.2,105.9,AM,C,DS,C
SAR,DD09EUR001,105.9,133.5,CH,V,DS,P
SAR,DD09EUR001,133.5,137.5,SI,P,DS,P
SAR,DD09EUR001,137.5,144.8,DS,P,,
SAR,DD09EUR001,144.8,147.7,SI,P,DS,P
SAR,DD09EUR001,147.7,150.9,DS,P,,
SAR,DD09EUR001,150.9,155.4,SI,P,DS,P
SAR,DD09EUR001,155.4,165.5,CH,V,DS,P
SAR,DD09EUR001,165.5,171.4,DS,C,HRR,P
SAR,DD09EUR001,171.4,173.3,DS,P,,
SAR,DD09EUR001,173.3,173.8,AM,V,HRR,P
SAR,DD09EUR001,173.8,183.3,DS,P,,
SAR,DD09EUR001,183.3,184.1,DS,V,HRR,P
SAR,DD09EUR001,184.1,186.0,SI,C,DS,P
SAR,DD09EUR001,186.0,194.0,SI,C,MT,C
SAR,DD09EUR001,194.0,197.8,DS,V,HRR,C
SAR,DD09EUR001,197.8,213.2,CB,V,CH,V
SAR,DD09EUR001,213.2,221.0,CH,V,DS,C
SAR,DD09EUR001,221.0,223.0,CH,V,HRR,C
SAR,DD09EUR001,223.0,232.6,DS,P,HRR,P
SAR,DD09EUR001,232.6,234.4,DS,C,HRR,V
SAR,DD09EUR001,234.4,237.7,HRR,V,CH,V
SAR,DD09EUR001,237.7,239.6,AM,C,DS,C
SAR,DD09EUR001,239.6,251.0,HRR,C,SI,V
SAR,DD09EUR001,251.0,254.3,HRR,V,SI,P
SAR,DD09EUR001,254.3,284.0,CH,P,DS,P
SAR,DD09EUR001,284.0,288.1,CH,C,DS,C
SAR,DD09EUR001,288.1,292.5,BI,C,,
SAR,DD09EUR001,292.5,293.9,DS,P,,
SAR,DD09EUR001,293.9,297.0,DS,P,HRR,P
SAR,DD09EUR001,297.0,303.0,DS,P,,
SAR,DD09EUR001,303.0,307.2,BI,P,,
SAR,DD09EUR001,307.2,313.4,DS,P,,
SAR,DD09EUR001,313.4,315.0,HRR,P,,
SAR,DD09EUR001,315.0,320.1,CH,C,DS,P
SAR,DD09EUR001,320.1,326.6,DS,P,HRR,P
SAR,DD09EUR001,326.6,331.1,HRR,P,SI,P
SAR,DD09EUR001,331.1,334.2,DS,P,,
SAR,DD09EUR001,334.2,337.0,DS,P,HRR,P
SAR,DD09EUR001,337.0,338.7,DS,P,,
SAR,DD09EUR001,338.7,342.2,am,C,CB,V
SAR,DD09EUR001,342.2,345.0,BI,P,CH,P
SAR,DD09EUR001,345.0,359.9,CH,C,DS,C
SAR,DD09EUR001,359.9,365.1,AM,C,CH,C
SAR,DD09EUR001,365.1,371.6,AM,P,CH,C
SAR,DD09EUR001,371.6,374.5,AM,P,BI,C
SAR,DD09EUR001,374.5,376.2,SI,P,,
SAR,DD09EUR001,376.2,377.4,SI,P,,
SAR,DD09EUR001,377.4,378.5,BI,P,,
SAR,DD09EUR001,378.5,380.2,SI,P,,
SAR,DD09EUR001,380.2,386.4,BI,P,,
SAR,DD09EUR001,386.4,387.5,SI,V,GR,V
SAR,DD09EUR001,387.5,392.2,BI,P,SE,S
SAR,DD09EUR001,392.2,399.1,GR,V,HRR,P
SAR,DD09EUR001,399.1,417.9,BI,P,,
SAR,DD09EUR001,417.9,419.35,HRR,P,,
SAR,DD09EUR001,419.35,435.5,BI,P,,
SAR,DD09EUR001,435.5,439.15,gn,C,HRR,P
SAR,DD09EUR001,439.15,442.5,BI,P,gn,C
SAR,DD09EUR001,442.5,444.7,HRR,P,,
SAR,DD09EUR001,444.7,448.6,BI,P,,
SAR,DD09EUR001,448.6,449.6,HRR,P,SI,P
SAR,DD09EUR001,449.6,455.6,BI,P,,
SAR,DD09EUR001,455.6,459.7,GR,V,HRR,P
SAR,DD09EUR001,459.7,463.7,BI,P,,
SAR,DD09JUL001,99.3,112.0,HRR,S,,
SAR,DD09JUL001,112.0,118.15,am,C,HRR,C
SAR,DD09JUL001,118.15,128.95,HRR,S,,
SAR,DD09JUL001,128.95,146.8,am,C,HRR,S
SAR,DD09JUL001,146.8,152.4,HRR,S,SI,P
SAR,DD09JUL001,152.4,236.0,HRR,P,SI,P
SAR,DD09JUL001,236.0,237.5,HRR,P,,
SAR,DD09JUL001,237.5,259.0,HRR,P,SI,P
SAR,DD09JUL001,259.0,265.7,HRR,P,SI,P
SAR,DD09JUL001,265.7,272.8,am,C,HRR,P
SAR,DD09JUL001,272.8,283.8,mt,C,SI,P
SAR,DD09JUL001,283.8,311.05,AM,NL,HRR,P
SAR,DD09JUL001,311.05,332.9,HRR,S,,
SAR,DD09JUL001,332.9,345.7,HRR,S,,
SAR,DD09JUL001,346.8,380.8,HRR,S,,
SAR,DD09JUL001,380.8,389.0,HRR,S,,
SAR,DD09JUL001,389.0,391.0,HRR,S,,
SAR,DD09JUL001,391.0,403.2,HRR,S,,
SAR,DD09JUL001,403.2,406.0,HRR,S,,
SAR,DD09JUL001,406.0,415.3,HRR,S,,
SAR,DD09JUL001,415.3,420.3,HRR,P,,
SAR,DD09JUL001,420.3,431.4,HRR,P,SI,P
SAR,DD09JUL001,439.85,448.5,HRR,S,SI,P
SAR,DD09JUL001,448.5,454.4,ch,C,HRR,P
SAR,DD09JUL001,454.4,459.7,ep,NL,HRR,S
SAR,DD09JUL001,459.7,461.7,AB,P,HRR,C
SAR,DD09JUL001,461.7,470.0,SI,V,EP,V
SAR,DD09JUL001,470.0,478.0,HRR,S,AB,P
SAR,DD09JUL001,478.0,479.3,AB,P,SI,P
SAR,DD09JUL001,489.0,509.7,HRR,S,,
SAR,DD09JUL001,509.7,513.9,HRR,P,,
SAR,DD09JUL001,513.9,543.3,HRR,S,,
SAR,DD09JUL001,543.3,545.3,HRR,C,,
SAR,DD09JUL001,545.3,552.2,HRR,S,,
SAR,DD09JUL001,552.2,564.7,HRR,P,,
SAR,DD09KND002,47.1,78.6,SI,P,,
SAR,DD09KND002,78.6,94.0,SI,P,,
SAR,DD09KND002,94.0,109.2,SI,P,,
SAR,DD09KND002,109.2,111.4,SI,P,,
SAR,DD09KND002,111.4,115.3,AM,C,BI,C
SAR,DD09KND002,115.3,133.5,BI,C,CH,P
SAR,DD09KND002,133.5,135.5,BI,P,DS,C
SAR,DD09KND002,135.5,160.5,HRR,C,BI,C
SAR,DD09KND002,160.5,208.9,BI,V,CB,V
SAR,DD09KND002,208.9,273.2,BI,V,CH,P
SAR,DD09KND002,273.2,277.5,am,P,CH,P
SAR,DD09KND002,277.5,318.2,BI,V,CH,P
SAR,DD09KND002,318.2,321.5,BI,C,CH,C
SAR,DD09KND002,321.5,334.9,BI,P,CH,P
SAR,DD09KND002,334.9,336.8,BI,P,CH,P
SAR,DD09KND002,336.8,341.0,BI,P,CH,P
SAR,DD09KND002,341.0,370.0,BI,P,CH,P
SAR,DD09KND002,370.0,373.5,HRR,C,SI,P
SAR,DD09KND002,373.5,377.0,CH,C,DS,C
SAR,DD09KND002,377.0,386.6,CH,C,DS,C
SAR,DD09KND002,386.6,390.0,AM,V,CH,C
SAR,DD09KND002,390.0,428.0,AM,C,BI,C
SAR,DD09LAR004,176.4,183.4,HRR,C,,
SAR,DD09LAR004,183.4,191.2,HRR,C,ka,C
SAR,DD09LAR004,191.2,199.5,SI,C,HRR,C
SAR,DD09LAR004,199.5,276.2,SI,C,HRR,C
SAR,DD09LAR004,276.2,286.0,CH,C,HRR,C
SAR,DD09LAR004,281.6,292.0,qt,C,SE,C
SAR,DD09LAR004,286.0,292.0,SI,C,HRR,C
SAR,DD09LAR004,292.0,296.1,am,C,bi,C
SAR,DD09LAR004,296.1,324.5,do,P,,
SAR,DD09LAR004,325.9,348.5,DO,P,,
SAR,DD09LAR004,348.5,349.5,SE,O,,
SAR,DD09LAR004,349.5,371.0,DO,P,,
SAR,DD09LAR004,372.9,376.4,DO,P,,
SAR,DD09LAR004,377.9,408.3,DO,NL,,
SAR,DD09LAR004,410.8,418.5,CA,X,,
SAR,DD09LAR004,418.5,428.0,CA,X,HRR,C
SAR,DD09LAR004,428.0,438.9,CA,V,,
SAR,DD09LAR005,137.4,165.0,SE,V,,
SAR,DD09LAR005,165.0,170.9,HRR,V,SE,S
SAR,DD09LAR005,200.0,202.0,HRR,C,QT,V
SAR,DD09LAR005,507.0,512.0,CA,X,,
SAR,DD09LAR005,512.0,546.4,do,P,SI,P
SAR,DD09LAR005,546.4,557.0,SE,C,HDG,C
SAR,DD09LAR005,557.0,560.5,CA,V,CH,V
SAR,DD09LAR005,560.5,565.5,FE,P,SE,C
SAR,DD09LAR005,570.3,581.5,FE,P,SE,C
SAR,DD09LAR005,581.5,599.9,HDG,C,HRE,P
SAR,DD09LAR005,599.9,618.0,ak,V,FE,P
SAR,DD09LAR005,621.4,663.0,HDG,C,HRE,P
SAR,DD09LAR005,663.0,664.7,FE,P,,
SAR,DD09LAR005,664.7,693.0,HDG,C,HRE,P
SAR,DD09LAR005,693.0,707.6,CH,F,SI,C
SAR,DD09LAR005,707.6,720.2,SI,C,FE,P
SAR,DD09LAR005,720.2,744.0,CH,P,HDG,P
SAR,DD09LAR005,744.0,755.6,LX,D,MT,D
SAR,DD09LAR005,755.6,759.8,HRR,P,SI,P
SAR,DD09LAR005,759.8,768.5,FE,P,MT,D
SAR,DD09LAR005,768.5,771.1,FE,P,HRR,P
SAR,DD09LAR005,771.1,785.1,HRE,C,SI,P
SAR,DD09LAR005,785.1,799.3,HRR,C,HDG,P
SAR,DD09LAR005,799.3,822.0,LX,D,HDG,C
SAR,DD09LAR005,822.0,830.0,GR,F,SI,X
SAR,DD09LAR005,830.0,850.0,HDG,P,SI,X
SAR,DD09LAR006,102.0,109.3,CH,C,HM,P
SAR,DD09LAR006,109.3,111.25,CH,C,HM,P
SAR,DD09LAR006,111.25,115.5,ch,C,HM,P
SAR,DD09LAR006,115.5,120.0,CH,C,HM,P
SAR,DD09LAR006,120.0,134.15,CH,C,HM,P
SAR,DD09LAR006,134.15,153.2,CH,C,HM,P
SAR,DD09LAR006,153.2,164.8,CH,C,HM,C
SAR,DD09LAR006,164.8,180.0,CH,V,HM,P
SAR,DD09LAR006,180.0,187.5,HM,P,,
SAR,DD09LAR006,187.5,189.3,CH,V,HM,P
SAR,DD09LAR006,189.3,192.0,CH,V,HM,P
SAR,DD09LAR006,192.0,200.4,CH,NL,HM,C
SAR,DD09LAR006,200.4,216.7,HM,C,,
SAR,DD09LAR006,216.7,222.6,HM,P,,
SAR,DD09LAR006,222.6,232.6,HM,P,,
SAR,DD09LAR006,232.6,255.4,HM,P,,
SAR,DD09LAR006,255.4,257.15,CH,C,HM,C
SAR,DD09LAR006,257.15,271.1,CH,C,HM,P
SAR,DD09LAR006,271.1,297.0,CH,C,HM,P
SAR,DD09LAR006,297.0,303.4,CH,C,HM,C
SAR,DD09LAR006,303.4,318.5,CH,C,HM,P
SAR,DD09LAR006,318.5,331.3,CH,C,HRE,C
SAR,DD09LAR006,331.3,333.2,CH,C,HM,P
SAR,DD09LAR006,333.2,335.2,CH,C,HM,C
SAR,DD09LAR006,335.2,349.6,CH,C,HM,P
SAR,DD09LAR006,349.6,354.2,CH,V,HM,P
SAR,DD09LAR006,354.2,377.0,HM,C,,
SAR,DD09LAR006,377.0,395.3,HM,P,,
SAR,DD09LAR006,395.3,415.6,HM,P,,
SAR,DD09LAR006,415.6,416.3,CH,C,HDG,X
SAR,DD09LAR006,416.3,421.9,EP,C,HRE,P
SAR,DD09LAR006,421.9,438.6,HRE,C,EP,C
SAR,DD09LAR006,438.6,439.1,CH,C,HDG,X
SAR,DD09LAR006,439.1,472.0,CH,C,HRE,P
SAR,DD09LAR006,472.0,493.6,CH,C,HRE,P
SAR,DD09LAR006,493.6,506.0,CH,V,HRE,P
SAR,DD09LAR006,506.0,519.4,EP,C,HRE,C
SAR,DD09LAR006,519.4,526.2,CH,C,HRE,C
SAR,DD09LAR006,526.2,527.3,CH,C,HRE,C
SAR,DD09LAR006,527.3,544.9,HRE,P,,
SAR,DD09LAR006,544.9,552.2,CH,C,HRE,C
SAR,DD09LAR006,552.2,561.0,HRE,C,,
SAR,DD09LAR006,561.0,576.3,HRE,C,,
SAR,DD09LAR006,576.3,578.8,CH,C,HRE,C
SAR,DD09LAR006,578.8,583.4,HRE,C,CH,C
SAR,DD09LAR006,583.4,585.7,HRE,P,,
SAR,DD09NEP006,102.6,104.1,LX,D,CH,O
SAR,DD09NEP006,104.1,112.3,LX,D,CH,U
SAR,DD09NEP006,112.3,117.1,LX,D,CH,O
SAR,DD09NEP006,117.1,128.9,LX,D,HRE,C
SAR,DD09NEP006,128.9,134.8,LX,D,HRE,P
SAR,DD09NEP006,134.8,159.8,CH,P,,
SAR,DD09NEP006,159.8,161.4,LX,D,CH,O
SAR,DD09NEP006,161.4,163.6,CH,P,,
SAR,DD09NEP006,163.6,168.7,LX,D,CH,O
SAR,DD09NEP006,168.7,176.2,LX,D,CH,P
SAR,DD09NEP006,176.2,181.2,LX,D,CH,O
SAR,DD09NEP006,181.2,184.8,HDG,C,HRR,P
SAR,DD09NEP006,185.2,206.4,SI,C,HRE,P
SAR,DD09NEP006,206.4,221.6,HRR,C,mt,P
SAR,DD09NEP006,221.6,233.5,HRR,C,MT,C
SAR,DD09NEP006,233.5,256.8,SI,P,CH,P
SAR,DD09NEP006,256.8,262.1,CH,P,HRR,C
SAR,DD09NEP006,262.1,265.7,CH,P,HRR,C
SAR,DD09NEP006,265.7,268.2,CH,P,HRR,C
SAR,DD09NEP006,268.2,279.5,CH,C,HRR,P
SAR,DD09NEP006,279.5,291.9,CH,C,HRR,C
SAR,DD09NEP006,291.9,306.7,CH,C,HRR,C
SAR,DD09NEP006,306.7,313.5,HRE,P,,
SAR,DD09NEP006,313.5,320.7,HRE,V,CH,P
SAR,DD09NEP006,320.7,322.9,HDG,C,HRE,P
SAR,DD09NEP006,322.9,331.7,HRE,P,SE,P
SAR,DD09NEP006,331.7,348.3,CH,U,HRE,P
SAR,DD09NEP006,348.3,353.5,CH,O,HRR,P
SAR,DD09NEP006,353.5,370.2,CH,O,HRR,P
SAR,DD09NEP006,370.2,377.5,HDG,C,HRE,M
SAR,DD09NEP006,377.5,387.1,HRE,P,CH,P
SAR,DD09NEP006,387.1,391.3,CH,O,HRR,P
SAR,DD09NEP006,391.3,430.4,HDG,C,CH,C
SAR,DD09NEP006,430.4,435.1,CH,C,MT,P
SAR,DD09NEP006,435.1,443.3,SI,P,HRE,P
SAR,DD09NEP006,443.3,460.8,SI,P,CH,C
SAR,DD09NEP006,460.8,485.4,LX,D,HRE,P
SAR,DD09NEP006,485.4,485.8,PY,D,CH,P
