SiteId,PROJECT,PROSPECT,SiteType,TDEPTH,East,North,RL,Grid,Azimuth,Dip,North_Adjust,Site_Status,Date,Comments,geometry,latitude,longitude
96AC126,SAR,JDMSE,UN,87.0,545228.0,6714309.0,206.75,GDA94_53S,360.0,-90.0,0.0,,,Drilled by Normandy Exploration Limited,POINT (135.4675379870788 -29.70050441529575),-29.70050441529575,135.46753798707877
96AC127,SAR,PKNS,UN,75.0,537368.0,6725089.0,186.53,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.3859167214069 -29.60347807857686),-29.60347807857686,135.3859167214069
96AC98,SAR,MXA1,UN,93.5,538328.0,6717969.0,219.57,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.3960822471091 -29.66770611626749),-29.667706116267485,135.39608224710906
96AC99,SAR,MXA1,UN,102.0,538428.0,6717869.0,220.58,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.3971191735576 -29.66860550887144),-29.668605508871444,135.3971191735576
96ACD110,SAR,JDM,UN,129.3,542808.0,6716299.0,223.1,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4424435368331 -29.68263107705167),-29.682631077051678,135.44244353683308
96ACD114,SAR,ARM,UN,123.2,560528.0,6724929.0,186.452,GDA94_53S,360.0,-60.0,0.0,,,,POINT (135.6251001453988 -29.6040110424015),-29.6040110424015,135.62510014539885
96ACD115,SAR,JDMS,UN,99.2,544341.0,6714954.0,213.3,GDA94_53S,190.0,-60.0,0.0,,,,POINT (135.4583425734166 -29.69471550913268),-29.69471550913268,135.45834257341664
96ACD116,SAR,JDMS,UN,204.55,544342.0,6714954.0,213.3,GDA94_53S,190.0,-60.0,0.0,,,Drilled by Normandy Exploration Limited,POINT (135.4583529099079 -29.69471547336805),-29.69471547336805,135.45835290990786
96ACD117,SAR,SOL,UN,66.3,551628.0,6744719.0,148.95,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.5322540448169 -29.42580972499943),-29.42580972499943,135.53225404481682
96ACD121,SAR,SAT,UN,51.3,552628.0,6745619.0,147.74,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.5425199140646 -29.41764564125942),-29.417645641259423,135.5425199140646
97AC151,SAR,JDMS,UN,77.0,544628.0,6715169.0,212.03,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4613002821257 -29.69276489331154),-29.692764893311537,135.4613002821257
97AC152,SAR,JDMS,UN,76.0,544628.0,6715369.0,212.05,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4612920377712 -29.69095994556643),-29.690959945566426,135.46129203777116
97AC153,SAR,JDMS,UN,103.0,544628.0,6715569.0,212.58,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4612837941667 -29.68915499732707),-29.68915499732707,135.46128379416672
97AC154,SAR,JDMS,UN,78.0,544628.0,6715769.0,213.04,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4612755513124 -29.68735004859348),-29.687350048593483,135.46127555131238
97AC155,SAR,JDMS,UN,93.0,543628.0,6715369.0,218.69,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.450955925855 -29.69099553262391),-29.690995532623905,135.450955925855
97AC156,SAR,JDMS,UN,118.0,543628.0,6715569.0,219.53,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4509478669485 -29.68919058179215),-29.68919058179215,135.4509478669485
97AC157,SAR,JDMS,UN,110.0,543628.0,6715769.0,219.83,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4509398087753 -29.68738563046624),-29.68738563046624,135.4509398087753
97AC158,SAR,JDMS,UN,88.0,543628.0,6715969.0,219.78,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4509317513354 -29.68558067864621),-29.68558067864621,135.45093175133536
97AC159,SAR,JDMS,UN,116.0,542828.0,6715169.0,220.8,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.442694934969 -29.69282837404828),-29.692828374048286,135.44269493496896
97AC160,SAR,JDMS,UN,86.0,542828.0,6715369.0,221.65,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.442687023102 -29.69102342167897),-29.691023421678967,135.44268702310197
97AC161,SAR,JDMS,UN,120.0,542828.0,6715569.0,223.14,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4426791119549 -29.68921846881558),-29.689218468815586,135.44267911195487
97AC162,SAR,JDMS,UN,101.0,542828.0,6715769.0,223.83,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4426712015276 -29.68741351545813),-29.687413515458125,135.44267120152765
97AC163,SAR,JDMS,UN,86.0,545228.0,6714509.0,207.99,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4675296286264 -29.69869947126006),-29.698699471260067,135.46752962862644
97AC164,SAR,JDMS,UN,121.0,545228.0,6714709.0,209.14,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4675212709346 -29.69689452673001),-29.696894526730013,135.46752127093455
97AC165,SAR,JDMS,UN,100.0,545228.0,6714909.0,209.14,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4675129140031 -29.69508958170557),-29.69508958170557,135.4675129140031
97AC166,SAR,JDMS,UN,61.0,545228.0,6715109.0,209.13,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.467504557832 -29.69328463618679),-29.693284636186785,135.46750455783194
97AC167,SAR,JDMS,UN,98.0,543928.0,6715219.0,215.93,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4540628475955 -29.69233865339682),-29.692338653396824,135.45406284759548
97AC168,SAR,JDMS,UN,92.0,543928.0,6715019.0,215.5,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4540709632037 -29.69414360259218),-29.69414360259218,135.4540709632037
97AC169,SAR,JDMS,UN,100.0,543928.0,6714819.0,215.19,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4540790795503 -29.69594855129333),-29.69594855129333,135.4540790795503
97AC170,SAR,JDMS,UN,89.0,543328.0,6715369.0,220.34,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4478550886861 -29.69100605149794),-29.691006051497947,135.44785508868605
97AC171,SAR,JDMS,UN,111.0,543328.0,6715569.0,221.76,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4478470851892 -29.68920109989992),-29.689201099899922,135.44784708518924
97AC172,SAR,JDMS,UN,99.0,542828.0,6716019.0,223.79,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4426613145057 -29.68515732306652),-29.685157323066527,135.4426613145057
97AC173,SAR,JDMS,UN,91.0,543928.0,6715419.0,216.85,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4540547327257 -29.69053370370725),-29.690533703707253,135.45405473272572
97RC128,SAR,JDMS,UN,139.0,544228.0,6714819.0,213.64,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4571800658098 -29.69593788513519),-29.695937885135198,135.45718006580984
97RC129,SAR,JDMS,UN,116.0,544228.0,6714919.0,213.79,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4571759798319 -29.69503541123486),-29.695035411234862,135.45717597983193
97RC130,SAR,JDMS,UN,147.0,544228.0,6715019.0,213.94,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4571718940399 -29.69413293721096),-29.69413293721096,135.4571718940399
97RC131,SAR,JDMS,UN,159.0,544228.0,6715119.0,214.09,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4571678084338 -29.6932304630635),-29.693230463063497,135.45716780843375
97RC132,SAR,JDMS,UN,132.0,544228.0,6715219.0,214.17,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4571637230135 -29.69232798879248),-29.69232798879248,135.45716372301348
97RC133,SAR,JDMS,UN,102.0,544228.0,6715319.0,214.41,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4571596377791 -29.69142551439791),-29.691425514397906,135.45715963777909
97RC134,SAR,JDMS,UN,105.0,544228.0,6715419.0,214.72,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4571555527305 -29.69052303987978),-29.69052303987978,135.4571555527305
97RC135,SAR,JDMS,UN,80.0,544228.0,6715519.0,215.03,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4571514678678 -29.68962056523808),-29.68962056523808,135.45715146786782
97RC136,SAR,JDMS,UN,117.0,544228.0,6715669.0,215.5,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4571453409222 -29.68826685304391),-29.68826685304391,135.4571453409222
97RC137,SAR,JDMS,UN,153.0,544228.0,6714869.0,213.72,GDA94_53S,180.0,-60.0,0.0,,,,POINT (135.4571780227976 -29.69548664820048),-29.69548664820048,135.45717802279765
97RC138,SAR,JDMS,UN,117.0,544328.0,6714814.0,213.15,GDA94_53S,180.0,-60.0,0.0,,,,POINT (135.4582139322908 -29.69597943730371),-29.695979437303706,135.45821393229076
97RC139,SAR,JDMS,UN,140.0,544428.0,6714779.0,212.62,GDA94_53S,180.0,-60.0,0.0,,,,POINT (135.4592490308874 -29.69629172345769),-29.69629172345769,135.45924903088743
97RC140,SAR,JDMS,UN,105.0,544528.0,6714734.0,212.07,GDA94_53S,180.0,-60.0,0.0,,,,POINT (135.4602845471801 -29.69669424877459),-29.69669424877459,135.46028454718007
97RC141,SAR,JDMS,UN,111.0,544628.0,6714994.0,211.93,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4613074965513 -29.69434422218305),-29.69434422218305,135.46130749655134
97RC142,SAR,JDMS,UN,120.0,544628.0,6714894.0,211.83,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4613116193382 -29.695246695654),-29.695246695654006,135.46131161933818
97RC143,SAR,JDMS,UN,141.0,544628.0,6714794.0,211.68,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.4613157423126 -29.69614916900138),-29.69614916900138,135.46131574231256
97RC144,SAR,JDMS,UN,113.0,544628.0,6714699.0,211.54,GDA94_53S,180.0,-60.0,0.0,,,,POINT (135.461319659312 -29.69700651856693),-29.697006518566926,135.46131965931198
97RC145,SAR,MXA1,UN,160.0,538128.0,6717719.0,222.21,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.3940242785727 -29.66996848867899),-29.66996848867899,135.39402427857272
97RC146,SAR,MXA1,UN,135.0,538128.0,6717529.0,222.44,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.394030962907 -29.6716832095695),-29.6716832095695,135.39403096290698
97RC147,SAR,MXA1,UN,141.0,538128.0,6718149.0,221.62,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.3940091530027 -29.66608780291381),-29.666087802913808,135.39400915300266
97RC148,SAR,MXA1,UN,104.0,538128.0,6718249.0,220.19,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.3940056358524 -29.66518531752524),-29.66518531752524,135.3940056358524
97RC149,SAR,MXA1,UN,135.0,538128.0,6717349.0,222.7,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.3940372959673 -29.67330768158127),-29.673307681581267,135.39403729596728
97RC150,SAR,MXA1,UN,123.0,538128.0,6717409.0,222.5,GDA94_53S,360.0,-90.0,0.0,,,,POINT (135.3940351848896 -29.6727661909551),-29.672766190955095,135.39403518488956
98AC174,SAR,JDMS,UN,89.0,544928.0,6714369.0,208.29,GDA94_53S,,,,,,,POINT (135.4644343741047 -29.69997384204288),-29.69997384204288,135.4644343741047
98AC175,SAR,JDMS,UN,73.0,544928.0,6714469.0,208.88,GDA94_53S,,,,,,,POINT (135.4644302226153 -29.69907136961537),-29.699071369615368,135.4644302226153
98AC176,SAR,JDMS,UN,81.0,544928.0,6714569.0,209.47,GDA94_53S,,,,,,,POINT (135.4644260713147 -29.69816889706428),-29.69816889706428,135.4644260713147
98AC177,SAR,JDMS,UN,80.0,544928.0,6714669.0,209.98,GDA94_53S,,,,,,,POINT (135.464421920203 -29.69726642438959),-29.697266424389596,135.46442192020302
98AC178,SAR,JDMS,UN,80.0,544928.0,6714769.0,210.2,GDA94_53S,,,,,,,POINT (135.4644177692801 -29.69636395159132),-29.69636395159132,135.46441776928012
98AC179,SAR,JDMS,UN,92.0,544728.0,6714769.0,211.16,GDA94_53S,,,,,,,POINT (135.4623504386718 -29.69637118347519),-29.696371183475183,135.46235043867182
98AC180,SAR,JDMS,UN,79.0,544728.0,6714669.0,210.97,GDA94_53S,,,,,,,POINT (135.4623545711187 -29.69727365653684),-29.69727365653684,135.4623545711187
98AC181,SAR,JDMS,UN,80.0,544728.0,6714469.0,210.0,GDA94_53S,,,,,,,POINT (135.4623628365765 -29.69907860228941),-29.69907860228941,135.46236283657646
98AC182,SAR,JDMS,UN,49.0,545328.0,6714169.0,207.09,GDA94_53S,,,,,,,POINT (135.4685775583341 -29.70176422279197),-29.70176422279196,135.4685775583341
98AC183,SAR,JDMS,UN,68.0,545328.0,6714269.0,206.63,GDA94_53S,,,,,,,POINT (135.4685733695066 -29.70086175114199),-29.700861751141996,135.46857336950666
98AC184,SAR,JDMS,UN,75.0,545328.0,6714369.0,207.05,GDA94_53S,,,,,,,POINT (135.4685691808697 -29.69995927936842),-29.699959279368414,135.4685691808697
98AC185,SAR,JDMS,UN,91.0,545728.0,6714069.0,209.5,GDA94_53S,,,,,,,POINT (135.472716661949 -29.7026520009729),-29.7026520009729,135.47271666194894
98AC186,SAR,JDMS,UN,86.0,545728.0,6714269.0,208.38,GDA94_53S,,,,,,,POINT (135.4727082101813 -29.70084705886665),-29.70084705886665,135.47270821018134
98AC187,SAR,JDMS,UN,81.0,545728.0,6714469.0,207.58,GDA94_53S,,,,,,,POINT (135.4726997591827 -29.69904211626596),-29.699042116265964,135.47269975918266
98AC188,SAR,JDMS,UN,70.0,546128.0,6713969.0,211.7,GDA94_53S,,,,,,,POINT (135.4768558366055 -29.70353964887582),-29.703539648875818,135.4768558366055
98AC189,SAR,JDMS,UN,76.0,546128.0,6714169.0,210.56,GDA94_53S,,,,,,,POINT (135.4768473105281 -29.70173470809632),-29.701734708096325,135.47684731052811
98AC190,SAR,JDMS,UN,89.0,546128.0,6714369.0,209.72,GDA94_53S,,,,,,,POINT (135.4768387852265 -29.69992976682234),-29.69992976682234,135.47683878522648
98AC191,SAR,JDMS,UN,64.0,545328.0,6714469.0,207.67,GDA94_53S,,,,,,,POINT (135.4685649924233 -29.69905680747123),-29.699056807471234,135.4685649924233
98AC192,SAR,JDM,UN,83.0,540428.0,6716869.0,220.47,GDA94_53S,,,,,,,POINT (135.4178242541758 -29.67756678979947),-29.67756678979947,135.41782425417583
98AC193,SAR,JDM,UN,91.0,540428.0,6717269.0,221.43,GDA94_53S,,,,,,,POINT (135.4178093293172 -29.6739568644332),-29.6739568644332,135.41780932931715
98AC194,SAR,MXA1,UN,120.0,539128.0,6718169.0,223.32,GDA94_53S,,,,,,,POINT (135.4043420727661 -29.6658761856846),-29.665876185684606,135.4043420727661
98AC195,SAR,MXA1,UN,132.0,539128.0,6717769.0,224.64,GDA94_53S,,,,,,,POINT (135.4043565118301 -29.6694861215673),-29.669486121567306,135.40435651183006
98AC196,SAR,MXA1,UN,83.0,539128.0,6717169.0,223.91,GDA94_53S,,,,,,,POINT (135.4043781753544 -29.67490102168963),-29.674901021689628,135.4043781753544
98AC197,SAR,MXA1,UN,68.0,539128.0,6717469.0,224.48,GDA94_53S,,,,,,,POINT (135.4043673428529 -29.67219357218375),-29.67219357218375,135.4043673428529
98AC198,SAR,MXA1,UN,77.0,538728.0,6717169.0,222.67,GDA94_53S,,,,,,,POINT (135.4002443589794 -29.67491357099575),-29.674913570995745,135.40024435897942
98AC199,SAR,MXA1,UN,93.0,538728.0,6717469.0,222.71,GDA94_53S,,,,,,,POINT (135.4002336372075 -29.67220612011814),-29.67220612011814,135.40023363720758
98AC200,SAR,MXA1,UN,111.0,538128.0,6717169.0,223.7,GDA94_53S,,,,,,,POINT (135.3940436295464 -29.67493215319328),-29.674932153193282,135.39404362954636
98AC201,SAR,MXA1,UN,88.0,537128.0,6717269.0,221.24,GDA94_53S,,,,,,,POINT (135.3837056412874 -29.67405999353787),-29.67405999353787,135.3837056412874
98AC202,SAR,MXA1,UN,78.0,537128.0,6717569.0,220.74,GDA94_53S,,,,,,,POINT (135.3836953629046 -29.67135253694421),-29.671352536944212,135.38369536290463
98AC203,SAR,MXA1,UN,78.0,537128.0,6717869.0,220.43,GDA94_53S,,,,,,,POINT (135.3836850859249 -29.66864507924036),-29.668645079240363,135.38368508592492
98AC204,SAR,MXA1,UN,76.0,537128.0,6718769.0,219.5,GDA94_53S,,,,,,,POINT (135.3836542634023 -29.66052269946825),-29.66052269946825,135.38365426340238
98AC205,SAR,MXA1,UN,102.0,536728.0,6718569.0,220.34,GDA94_53S,,,,,,,POINT (135.3795277992595 -29.66233957214809),-29.66233957214809,135.3795277992595
98AC206,SAR,MXA1,UN,81.0,536728.0,6718369.0,220.46,GDA94_53S,,,,,,,POINT (135.3795345744593 -29.66414454666813),-29.66414454666813,135.37953457445934
98AC207,SAR,MXA1,UN,74.0,536728.0,6717969.0,220.39,GDA94_53S,,,,,,,POINT (135.379548126709 -29.66775449422827),-29.66775449422827,135.37954812670898
98AC208,SAR,MXA1,UN,78.0,536728.0,6717769.0,220.6,GDA94_53S,,,,,,,POINT (135.3795549037589 -29.6695594672683),-29.6695594672683,135.37955490375893
98AC209,SAR,MXA1,UN,75.0,536428.0,6719169.0,221.09,GDA94_53S,,,,,,,POINT (135.3764076573434 -29.6569334830214),-29.656933483021398,135.37640765734344
98AC210,SAR,MXA1,UN,102.0,538128.0,6718519.0,220.39,GDA94_53S,,,,,,,POINT (135.3939961403462 -29.6627486063599),-29.662748606359898,135.39399614034616
98AC211,SAR,MXA1,UN,58.0,538128.0,6718719.0,222.41,GDA94_53S,,,,,,,POINT (135.39398910739 -29.66094363454654),-29.66094363454655,135.39398910738996
98AC212,SAR,MXA1,UN,77.0,538128.0,6718919.0,221.21,GDA94_53S,,,,,,,POINT (135.3939820750739 -29.65913866223981),-29.65913866223981,135.39398207507386
98AC213,SAR,MXA1,UN,76.0,538128.0,6719119.0,221.57,GDA94_53S,,,,,,,POINT (135.3939750433978 -29.65733368943969),-29.657333689439692,135.39397504339786
98AC214,SAR,MXA1,UN,73.0,538678.0,6718969.0,217.45,GDA94_53S,,,,,,,POINT (135.3996634060867 -29.65867040764839),-29.658670407648398,135.39966340608666
98AC215,SAR,MXA1,UN,74.0,539128.0,6719069.0,217.73,GDA94_53S,,,,,,,POINT (135.4043095944804 -29.65775382273097),-29.65775382273097,135.4043095944804
98AC216,SAR,MXA1,UN,78.0,539128.0,6718769.0,220.91,GDA94_53S,,,,,,,POINT (135.4043204190976 -29.66046127815917),-29.660461278159172,135.40432041909764
98AC217,SAR,JDM,UN,129.0,540428.0,6716119.0,222.64,GDA94_53S,,,,,,,POINT (135.4178522456084 -29.68433539453791),-29.68433539453791,135.41785224560846
98AC218,SAR,JDM,UN,93.0,540428.0,6715469.0,225.35,GDA94_53S,,,,,,,POINT (135.4178765125776 -29.69020151302742),-29.690201513027414,135.41787651257758
98AC219,SAR,JDM,UN,78.0,540228.0,6715669.0,224.16,GDA94_53S,,,,,,,POINT (135.4158018645903 -29.68840305789697),-29.688403057896966,135.41580186459035
98AC220,SAR,JDMS,UN,97.0,543828.0,6715669.0,218.36,GDA94_53S,,,,,,,POINT (135.4530110062253 -29.68828105406009),-29.68828105406009,135.4530110062253
98AC221,SAR,JDMS,UN,78.0,543828.0,6715769.0,218.37,GDA94_53S,,,,,,,POINT (135.4530069587626 -29.68737857859226),-29.687378578592263,135.4530069587626
98AC222,SAR,JDMS,UN,77.0,543828.0,6715869.0,218.32,GDA94_53S,,,,,,,POINT (135.4530029114841 -29.68647610300088),-29.686476103000878,135.45300291148408
98AC223,SAR,JDMS,UN,85.0,543928.0,6715749.0,217.64,GDA94_53S,,,,,,,POINT (135.4540413448048 -29.68755553563906),-29.687555535639067,135.4540413448048
98AC224,SAR,JDMS,UN,58.0,543928.0,6715849.0,217.55,GDA94_53S,,,,,,,POINT (135.4540372882559 -29.68665306020128),-29.686653060201284,135.4540372882559
98AC225,SAR,JDMS,UN,102.0,543528.0,6716219.0,220.12,GDA94_53S,,,,,,,POINT (135.4498881468449 -29.68332800144348),-29.68332800144348,135.44988814684487
98AC226,SAR,JDMS,UN,68.0,543078.0,6716219.0,223.26,GDA94_53S,,,,,,,POINT (135.4452372428413 -29.68334371138725),-29.68334371138725,135.44523724284127
98AC227,SAR,JDMS,UN,83.0,543078.0,6716429.0,222.03,GDA94_53S,,,,,,,POINT (135.4452288909028 -29.68144850932536),-29.68144850932536,135.44522889090277
98AC228,SAR,JDMS,UN,80.0,543188.0,6715289.0,220.52,GDA94_53S,,,,,,,POINT (135.4464112220379 -29.69173291611256),-29.691732916112567,135.44641122203788
98AC229,SAR,JDMS,UN,83.0,543228.0,6715119.0,219.41,GDA94_53S,,,,,,,POINT (135.4468314582371 -29.69326573078221),-29.693265730782212,135.44683145823709
98AC230,SAR,JDMS,UN,76.0,544528.0,6715769.0,213.7,GDA94_53S,,,,,,,POINT (135.4602419778955 -29.68735364306227),-29.687353643062266,135.46024197789552
98AC231,SAR,JDMS,UN,70.0,543508.0,6715169.0,217.98,GDA94_53S,,,,,,,POINT (135.4497236286587 -29.69280469952716),-29.69280469952716,135.4497236286587
98AC232,SAR,JDMS,UN,66.0,545128.0,6714549.0,208.32,GDA94_53S,,,,,,,POINT (135.4664942720609 -29.69834212685663),-29.698342126856637,135.46649427206094
98AC233,SAR,JDMS,UN,94.0,545128.0,6714469.0,207.82,GDA94_53S,,,,,,,POINT (135.4664976078987 -29.69906410467597),-29.69906410467597,135.4664976078987
98AC234,SAR,JDMS,UN,72.0,545128.0,6714369.0,207.2,GDA94_53S,,,,,,,POINT (135.4665017778666 -29.6999665768389),-29.699966576838893,135.4665017778666
98AC235,SAR,JDMS,UN,69.0,545128.0,6714169.0,206.25,GDA94_53S,,,,,,,POINT (135.4665101183716 -29.70177152079395),-29.701771520793955,135.4665101183716
98AC236,SAR,JDMS,UN,100.0,547128.0,6713469.0,211.51,GDA94_53S,,,,,,,POINT (135.4872149748728 -29.70801436965735),-29.70801436965735,135.48721497487284
98AC237,SAR,JDMS,UN,88.0,547128.0,6713269.0,210.82,GDA94_53S,,,,,,,POINT (135.4872236885365 -29.70981930596569),-29.70981930596569,135.4872236885365
98AC238,SAR,JDMS,UN,84.0,547128.0,6713069.0,210.74,GDA94_53S,,,,,,,POINT (135.4872324029929 -29.71162424177934),-29.711624241779337,135.48723240299287
98AC239,SAR,JDMS,UN,52.0,547128.0,6712869.0,211.14,GDA94_53S,,,,,,,POINT (135.4872411182421 -29.71342917709829),-29.713429177098288,135.48724111824214
98AC240,SAR,JDMS,UN,91.0,548128.0,6713369.0,215.99,GDA94_53S,,,,,,,POINT (135.4975572239003 -29.70887840055428),-29.70887840055428,135.49755722390026
98AC241,SAR,JDMS,UN,96.0,548128.0,6713169.0,214.24,GDA94_53S,,,,,,,POINT (135.4975661228381 -29.71068333381621),-29.71068333381621,135.4975661228381
98ACD242,SAR,MXA1,UN,410.6,538328.0,6718099.0,219.19,GDA94_53S,,,,,,,POINT (135.3960776504867 -29.66653288581877),-29.666532885818768,135.3960776504867
98ACD243,SAR,JDMS,UN,300.6,544238.0,6714999.0,213.86,GDA94_53S,,,,,,,POINT (135.4572760757006 -29.69431307526029),-29.69431307526029,135.45727607570063
98RC244,SAR,JDMS,UN,146.0,545728.0,6714094.0,209.34,GDA94_53S,,,,,,,POINT (135.472715605436 -29.70242638323667),-29.702426383236666,135.47271560543598
98RC245,SAR,JDMS,UN,115.0,545728.0,6714279.0,208.34,GDA94_53S,,,,,,,POINT (135.4727077876132 -29.70075681174837),-29.70075681174837,135.47270778761316
98RC246,SAR,JDMS,UN,151.0,546128.0,6714379.0,209.68,GDA94_53S,,,,,,,POINT (135.4768383589817 -29.69983951974566),-29.69983951974566,135.47683835898172
98RC247,SAR,JDMS,UN,151.0,546128.0,6714179.0,210.5,GDA94_53S,,,,,,,POINT (135.4768468842446 -29.70164446104437),-29.701644461044367,135.47684688424462
98RC248,SAR,JDMS,UN,121.0,545328.0,6714179.0,207.02,GDA94_53S,,,,,,,POINT (135.4685771394428 -29.70167397563252),-29.701673975632524,135.46857713944277
98RC249,SAR,JDMS,UN,117.0,545328.0,6714479.0,207.73,GDA94_53S,,,,,,,POINT (135.4685645735891 -29.69896656027471),-29.6989665602747,135.46856457358913
98RC250,SAR,JDMS,UN,129.0,545128.0,6714559.0,208.38,GDA94_53S,,,,,,,POINT (135.4664938550898 -29.69825187962365),-29.698251879623648,135.46649385508977
99DD251,SAR,TUR,UN,252.0,560628.0,6717999.0,191.38,GDA94_53S,,,,,,,POINT (135.6265198126112 -29.66654643156754),-29.666546431567536,135.62651981261124
99DD252,SAR,TUR,UN,180.0,561458.0,6718229.0,191.29,GDA94_53S,,,,,,,POINT (135.6350834219093 -29.66442997538158),-29.664429975381573,135.63508342190931
99DD253,SAR,TUR,UN,179.7,559528.0,6719519.0,202.85,GDA94_53S,,,,,,,POINT (135.6150697032445 -29.65288235115968),-29.65288235115968,135.61506970324447
99DD254,SAR,TUR,UN,216.0,559078.0,6720279.0,193.333,GDA94_53S,,,,,,,POINT (135.6103789408088 -29.64604516128531),-29.64604516128531,135.61037894080886
99DD255,SAR,TUR,UN,93.1,557928.0,6722269.0,186.35,GDA94_53S,,,,,,,POINT (135.5983917932708 -29.62814033969682),-29.628140339696817,135.59839179327076
99DD256,SAR,TUR,UN,126.0,557378.0,6722769.0,186.46,GDA94_53S,,,,,,,POINT (135.592684178628 -29.62365352773953),-29.62365352773953,135.59268417862802
99DD257,SAR,TUR,UN,226.6,557908.0,6721769.0,188.45,GDA94_53S,,,,,,,POINT (135.5982118652086 -29.63265358264121),-29.63265358264121,135.59821186520855
99DD258,SAR,TUR,UN,234.0,557928.0,6721489.0,190.1,GDA94_53S,,,,,,,POINT (135.5984334014926 -29.63517954349373),-29.635179543493727,135.59843340149263
99DD259,SAR,TUR,UN,264.0,559048.0,6719759.0,193.845,GDA94_53S,,,,,,,POINT (135.6100973019997 -29.65073936818092),-29.650739368180922,135.6100973019997
99DD260,SAR,TUR,UN,186.0,559528.0,6719319.0,206.0,GDA94_53S,,,,,,,POINT (135.6150806789196 -29.65468726360361),-29.654687263603613,135.61508067891958
ABT001,SAR,MBH,UN,63.0,558300.0,6728700.0,187.25,GDA94_53S,360.0,-90.0,0.0,,2002-04-12,,POINT (135.6018896577326 -29.57008537099149),-29.57008537099148,135.60188965773264
ABT002,SAR,MBH,UN,67.0,558375.0,6728620.0,187.49,GDA94_53S,360.0,-90.0,0.0,,2002-04-12,,POINT (135.602668209901 -29.5708038354758),-29.570803835475804,135.60266820990094
ABT003,SAR,MBH,UN,68.0,558375.0,6728620.0,187.49,GDA94_53S,360.0,-90.0,0.0,,2002-05-12,,POINT (135.602668209901 -29.5708038354758),-29.570803835475804,135.60266820990094
ABT004,SAR,MBH,UN,48.0,553730.0,6736000.0,166.01,GDA94_53S,360.0,-90.0,0.0,,2002-05-12,,POINT (135.5543513820881 -29.50440963195389),-29.504409631953894,135.55435138208813
ABT005,SAR,MBH,UN,46.0,553900.0,6736000.0,166.49,GDA94_53S,360.0,-90.0,0.0,,2002-05-12,,POINT (135.5561052635755 -29.50440230961082),-29.50440230961082,135.55610526357552
ABT006,SAR,MBH,UN,48.0,554000.0,6736000.0,166.76,GDA94_53S,360.0,-90.0,0.0,,2002-05-12,,POINT (135.5571369582649 -29.50439799154656),-29.504397991546565,135.55713695826486
ABT007,SAR,MBH,UN,48.0,553300.0,6740000.0,155.68,GDA94_53S,360.0,-90.0,0.0,,2002-05-12,,POINT (135.5497201957673 -29.46832847086887),-29.46832847086887,135.54972019576726
