,SiteId,lat,lon,Cu,Mid_Depth,Lithology1,COLOUR1,DepthFrom,DepthTo,MagSus,SGFinal
309,DD10EPS002,-29.71313335,135.49008,67.38965517,339.8804075,VBA,RED,327,362.4,5.976619217,2.865977778
310,DD10EPS003,-29.71598123,135.4903942,250.0442464,615.7889789,VAN,RED,614,624.2,2.991357388,2.774312693
311,DD10EPS004,-29.70882008,135.4931321,252.0415301,384.1144809,KSM,GRN,348.5,420.8,71.72464832,2.991414773
312,DD10EPS005,-29.70805487,135.4877072,184.5141479,338.2212219,MMP,BRN,305.8,349,26.85568773,2.892520548
313,DD10EPS006,-29.71124314,135.4900454,174.3937947,443.7813842,BML,GRY,397.7,461.5,10.39608355,2.79955
314,DD10HLH001,-29.70638692,135.8482118,627.5040998,505.3698217,VBA,RED,467.7,552.5,83.89834764,3.037159259
315,DD10HLH002,-29.70322921,135.8482162,56.50342679,547.4246106,MGN,GRY,522.7,549.6,0.58887218,2.735651429
316,DD10HLH003,-29.70790708,135.8508735,608.7468254,424.6565476,VBS,RED,411.3,432.1,7.741780822,2.909803279
317,DD10HLH004,-29.70527045,135.8440656,436.7405975,539.2920035,VAN,RED,525.4,546.8,24.86359649,2.925192118
318,DD10HLH005,-29.70500437,135.8505886,129.8127139,431.5184597,SLM,WHT,430.6,445.4,7.105709343,2.74815
319,DD10MET001,-29.74444244,135.642635,95.83602694,327.626936,VBS,BLK,315.3,330.7,6.195697674,2.786958042
320,DD10MHW003,-29.77386273,136.0416347,48.17164634,559.9206098,VBS,GRN,557.8,561.4,43.63560748,2.994770883
321,DD10MHW004,-29.78260579,136.0484479,61.75102564,465.0180513,MUS,GRN,459.3,473,10.83515679,3.006055762
322,DD10NEP007,-29.74064086,135.6288412,372.8635659,268.6382558,VAN,GRN,254.5,274.6,11.89133333,2.891678571
323,DD10NEP008,-29.73986985,135.6260044,162.2113527,417.6877536,VAN,PPL,362.5,426,2.878957219,2.933910145
324,DD10NEP009,-29.74386028,135.6313523,323.7466993,415.8413692,VAN,RED,379,417.9,10.75351064,2.871573723
325,DD10NEP010,-29.74004816,135.632967,655.434252,271.9677165,VAN,BRN,263.65,278.4,9.316108597,2.879218978
326,DD10NEP010W1,-29.74004816,135.632967,562.7565217,434.6946584,VAN,RED,415.9,444.5,7.454503106,2.935066007
327,DD10NEP011,-29.74029939,135.6355563,761.1964557,405.3422785,VAN,GRN,390,418,20.69887052,2.894540179
328,DD10NEP012,-29.74554565,135.6342308,224.7198992,410.8564232,VAN,RED,403.4,413.4,5.647765363,2.880972603
329,DD10NEP013,-29.74431662,135.6375592,412.386037,498.5391581,VBS,GRY,483.2,545.1,3.520199557,2.817356223
330,DD10NWL002,-29.76203706,135.6363104,443.8066038,449.6509434,MPL,PNK,440.7,461,4.160384068,2.711558172
331,DD10PHW015,-29.71382056,135.5232934,101.8325806,349.0393548,MUS,PNK,345.7,349.7,9.089804688,2.735604167
332,DD10PHW016,-29.71664692,135.5215857,73.38717949,318.0764103,VFT,GRN,312.1,332.1,0.846410256,2.7394375
333,DD10PKN001,-29.53770948,135.3769041,53.65873016,169.6199206,MGG,RED,146.4,171.7,92.88310345,2.888881579
334,DD10PLT001,-29.77938294,135.9248567,16.12539683,261.6780423,LSD,GRY,159,294.5,1.01875,3.080090909
335,DD10PLT003,-29.77991627,135.9228554,6.851966292,553.9599719,BIF,GRY,505.3,672,1.733390929,3.348640449
336,DD10PRT005W1,-29.73145925,135.6380848,146.0023904,405.2928287,VBA,GRY,399.5,408.6,2.79516,2.839812903
337,DD10PRT006,-29.73397563,135.6370498,80.83013245,318.8668874,VBA,GRN,317.1,321,15.52530303,2.826233333
338,DD10PRT007,-29.73642394,135.6359895,502.9741602,408.0984496,VAN,GRN,392.5,444.5,83.67612536,2.923418079
339,DD10SCY001,-29.73173436,135.6230705,58.4649635,317.0591241,VBA,RED,308.5,341,1.595,2.782091533
340,DD10TRI008,-29.74911363,135.6269857,733.1042813,410.3684098,VAN,BRN,404.7,421.4,5.244188312,2.769916094
341,DD10TUR007,-29.65177841,135.6157134,267.4964349,356.2046078,KSM,BLK,355.1,388.3,166.5669138,3.046655378
342,DD10TUR008,-29.63865503,135.6083881,310.3768224,557.2734579,MSC,GRY,556.5,558.2,32.17868644,2.810284247
343,DD10TUR010,-29.64242697,135.6157735,30.76503497,194.9223776,LSD,GRY,156,195,0.340422535,2.700785714
344,DD10TUR011,-29.63713966,135.6101766,567.2739583,428.0195312,MUS,GRN,388.5,450,23.88541806,2.874027211
345,DD10TUR012,-29.63481739,135.6020791,205.7591781,370.1560274,IGR,PNK,351,381,41.0142515,2.802080952
346,DD10UMB001,-29.70671673,135.3845929,66.58941606,409.2233577,VAN,RED,408.5,423.8,4.906526946,2.713
347,DD10UMB002,-29.70808748,135.3845643,124.0889724,333.1884712,VDA,RED,331,341.6,13.5906192,2.740858462
348,DD10WHN001,-29.59208374,135.5209433,38.41142857,172.6394286,IGB,GRN,120.8,278,3.775377358,3.001369792
349,DD10WTH007,-29.69178969,135.4829905,39.26802326,214.9421512,IGB,GRN,189,234.5,111.2699333,2.942575
350,DD11A2001,-29.69053604,135.3964833,61.64707379,320.2673028,MPT,BLK,320,345.9,11.92841499,2.998921348
351,DD11A2002,-29.68821009,135.3966693,113.7903409,310.8585227,MUS,GRY,308.6,311.9,25.08421053,2.980180328
352,DD11A2003,-29.68670503,135.4020259,40.83341404,383.6192494,MGG,WHT,362.8,392.2,17.53907357,3.008821839
353,DD11A2W001,-29.68710458,135.3799457,106.5488959,294.227918,MGN,GRY,292.2,299.3,28.13236559,3.004146853
354,DD11APH001,-29.58431088,135.6020781,36.4774026,345.0612987,MUS,GRN,341.4,354,8.212493506,2.653657895
355,DD11APH002,-29.57750486,135.5707627,39.70229885,328.44,MGG,BLK,322.2,338.1,13.81395,2.753235294
356,DD11APH003,-29.58186398,135.5696308,69.24931818,327.2485227,BML,GRN,322.9,328.8,7.504189526,2.686310881
357,DD11ARMN001,-29.58703666,135.6380894,15.01113801,395.096368,MGN,BLK,383.4,401.4,86.14032345,2.794639706
358,DD11BBT001,-29.37394245,135.5319293,83.47464789,283.4272887,MMB,WHT,279.4,301.5,5.889182879,2.717979866
359,DD11BBT002,-29.37966287,135.5336091,63.60543933,255.6679916,MGN,PNK,233,264.3,0.1665625,2.658052632
360,DD11CRD012,-29.71472093,135.4691744,298.2683706,335.9305112,BML,GRY,326.1,349.5,15.66174905,2.857105634
361,DD11CRDW001,-29.70581703,135.4372615,27.21818182,210.3150718,MPL,GRN,164.8,252.4,59.37538012,3.081515152
362,DD11CRDW002,-29.70157778,135.4485885,100.6443396,336.9638365,MPL,BLK,334.8,346.6,5.998214286,2.803513333
363,DD11CRDW003,-29.70171096,135.4221967,42.67147766,319.6387629,MPL,WHT,313,326.2,1.966213992,2.852321739
364,DD11CRDW004,-29.7043845,135.4222038,36.01770186,354.6384472,MPL,GRN,348,360.2,4.357408759,2.732445313
365,DD11CRDW005,-29.71880775,135.4252229,14.08655738,344.7052459,SCG,GRN,297,394.5,0.095245283,2.63925
366,DD11CRDW006,-29.70699734,135.4222126,35.91258065,335.1503226,VBX,BRN,257,337.7,0.866231343,2.706224638
367,DD11EPS007,-29.70721824,135.4898999,200.3110818,408.8559367,MBF,BRN,395,421.1,59.60139466,2.890421053
368,DD11EPS008,-29.71870272,135.4916248,88.1653125,348.038125,BHY,GRN,319.5,371.4,0.90625,2.745
369,DD11EPS009,-29.7092441,135.4889863,139.5762611,339.1945104,MUS,RED,333.3,357.7,4.572525253,2.765106918
370,DD11EPS010,-29.71147691,135.4822757,39.93649789,340.6270042,BML,WHT,334.6,349.7,5.428223235,2.978359116
371,DD11EPS011,-29.71578161,135.4881388,192.4219316,428.8077867,VDA,RED,428.4,434.3,1.223880266,2.772751244
372,DD11EPS012,-29.72579444,135.4793041,6.901253133,410.7701754,VAN,ORA,389.8,466.5,0.713544669,2.579254777
373,DD11EPS013,-29.71568549,135.4956659,35.24849624,305.2458647,VAN,BRN,267.8,345.05,4.249861751,2.72931068
374,DD11EPS014,-29.71451817,135.4849018,533.7056022,374.9806723,VBA,GRN,370.7,375,3.752586751,2.799796512
375,DD11EPS015,-29.71640087,135.4849007,122.6610592,331.2247664,VAN,PPL,328.4,356.3,1.466868327,2.738125
376,DD11EPS016,-29.71589707,135.4817723,171.2311429,374.832,VBA,PPL,371.1,395.2,6.670929487,2.810076923
377,DD11EPS017,-29.71175734,135.4970067,98.21680217,392.2673442,MPL,GRN,389.9,395.7,1.745349544,2.743821429
378,DD11EPS018,-29.71923754,135.4949575,32.10862069,315.5882759,VCI,RED,295.9,352,0.67016,2.67982906
379,DD11EPS020,-29.71333783,135.5026389,125.8957447,331.6743161,BFL,GRY,328.7,333.1,1.947389558,2.750770833
380,DD11HLH006,-29.70631919,135.8392102,301.3392252,403.9507264,VAN,BLK,402.8,408.5,5.242903226,2.872289855
381,DD11HLH007,-29.71764908,135.8570623,16.92937365,312.2109071,SDO,CRM,275.4,367.4,0.089382423,2.795544118
382,DD11HLH008,-29.70391678,135.8457478,85.75505882,441.9488235,MMP,GRY,436.6,448.5,4.299363057,2.668781022
383,DD11HLH009,-29.70778248,135.8529023,776.7349254,310.6385075,VBA,BRN,307.3,318.1,50.33921053,2.935755556
384,DD11HLH010,-29.70588819,135.8528812,693.8874539,328.3411439,VBA,GRN,312.8,353.8,11.78795322,2.855186047
385,DD11JDMSE001,-29.70068413,135.4795965,320.4435829,320.5597594,KSM,GRY,287.3,323.3,67.45197861,3.077484375
386,DD11JDMSE002,-29.69916581,135.4795959,140.2723077,350.4514286,IAN,GRN,286.6,373.2,26.24345771,2.917462121
387,DD11JDMSE003,-29.69992354,135.470086,315.2722045,304.3167732,MPM,GRY,301.5,309.8,23.95095406,3.0269875
388,DD11JDMSE004,-29.69452806,135.4767323,46.71538462,422.479533,IAN,GRY,420.5,434.9,144.6623567,3.172393443
389,DD11JUP001,-29.44885667,135.5674424,132.7224747,374.0991162,MGN,GRY,366.3,383.9,1.127069892,2.845721393
390,DD11JUP002,-29.44652331,135.5685239,103.6594521,341.049863,MGN,GRY,321.3,353,0.264277457,2.759283505
391,DD11JUP003,-29.44269459,135.5884914,69.00796703,313.7649725,SLM,WHT,304,370.6,1.484261364,2.73888764
392,DD11LFE001,-29.71207577,135.7236853,48.72038835,370.0066748,MPH,GRY,360.1,490.7,41.85086721,2.872631579
393,DD11LFE002,-29.71476431,135.7237141,59.91830239,354.2376658,MGN,PNK,350.7,389.4,1.28991018,2.709878981
394,DD11MET002,-29.74641336,135.6426604,51.44783715,373.8503817,VBA,GRN,368.3,381.8,1.569719888,2.318390244
395,DD11MET003,-29.74696074,135.6523451,79.02482014,393.2273381,VBA,BRN,375.8,393.8,1.945173745,2.74742381
396,DD11MRS001,-29.51553896,135.547179,26.59011299,325.6254237,MSC,BRN,302,332.4,0.847945619,2.746626506
397,DD11MRS002,-29.50963094,135.5412281,11.72108844,252.4818027,MGG,GRY,245.9,266.7,0.213935018,2.666145299
398,DD11MXW001,-29.68464089,135.3212271,86.7069697,376.3927273,IGR,RED,363.1,388.1,11.97852941,2.674666667
399,DD11NWL003,-29.76361254,135.6382263,32.6670282,351.2160521,BRC,WHT,350,351.6,0.274299754,2.616142857
400,DD11NWL004,-29.7601776,135.6529422,15.73051948,313.2290584,SDO,PNK,308.8,464.2,0.033843137,2.759057143
401,DD11ONA001,-29.61466605,135.3107614,43.84228188,308.1909396,IDR,GRN,292.3,330,40.34404494,2.893589552
402,DD11ONA002,-29.61626419,135.3125326,60.85991736,268.3568182,IDR,GRN,248,273.8,51.53985075,2.936092784
403,DD11PER001,-29.68724206,135.9428743,144.5054945,468.6186813,SMT,GRY,462,471.2,99.79403292,2.861586207
404,DD11PHW017,-29.71482082,135.5191906,20.98492308,197.5781538,MPP,GRN,168,214,3.179171975,2.771115385
405,DD11SAT001,-29.42936682,135.5636892,46.68925373,298.7956716,IGR,WHT,298.2,299.7,0.998611987,2.813136095
406,DD11SAT002,-29.43214772,135.5605679,23.40670732,356.3820122,MMB,GRN,348.9,379.5,0.261014493,2.702026549
407,DD11SAT003,-29.42910063,135.5636319,70.89151515,325.620303,MAM,GRN,324.4,328.7,1.342935484,2.792261538
408,DD11SAT004,-29.43219815,135.5638528,66.07777778,345.1760234,MGN,GRY,338.9,358.1,0.212993827,2.782713376
409,DD11SAT005,-29.42771297,135.5474063,31.72280702,288.4319298,MMG,GRY,247,296.8,30.5856654,2.843094017
410,DD11TOR001,-29.71053757,135.8203061,75.09057143,355.496,SIS,PPL,323.9,378.6,0.727653061,2.81987234
411,DD11TOR002,-29.70407297,135.8005231,28.47663551,391.2625,SDO,GRY,381.3,391.7,0.500860215,2.782546584
412,DD11TUR013,-29.65408006,135.6180536,157.2002865,347.6004298,MQF,GRN,307,362.6,64.94304348,2.913214286
413,DD11UMB003,-29.70632841,135.387905,55.93666667,385.8016667,SBX,PNK,342.8,408.5,5.188658147,2.74505298
414,DD11UMBE001,-29.69812576,135.407197,150.0820423,265.9521127,MPL,WHT,263.9,278.1,8.137413793,2.730403846
415,DD11UMBE002,-29.69670295,135.4127494,117.8516616,369.8311178,KCS,BRN,323.9,375.3,8.026594982,2.853651852
416,DD11UMBW001,-29.68628136,135.3629659,26.35772727,258.5809091,BML,GRY,226.8,262.4,1.127966102,2.70573494
417,DD11UMBW002,-29.69822508,135.3622822,34.66344538,287.7945378,IGR,RED,287.15,288.1,0.246833333,2.57040625
418,DD11UMBW003,-29.69569878,135.3637578,129.2248945,222.3177215,SDO,RED,213,248.4,0.277046632,2.812855769
419,DD11UMBW004,-29.69734649,135.3653891,74.32017544,267.7436404,SDO,WHT,265.5,283.9,1.678426966,2.736342105
420,DD11UMBW006,-29.6959437,135.3659128,175.8081461,355.8566011,BRD,GRY,341.6,356.3,0.548,2.800297619
421,DD11UMBW007,-29.68920847,135.3589794,56.34483871,321.4270968,SCA,PNK,316.5,329.9,4.090888031,2.788232394
422,DD11UMBW008,-29.69367949,135.3607326,22.6776204,426.0395184,MPL,RED,385.9,433.5,0.21947541,2.801788462
423,DD11UMBW009,-29.69681111,135.3728942,11.63209877,331.9964506,SDO,PNK,324.5,332,0.325595668,2.792576923
424,DD11UMBW010,-29.70135831,135.3721426,10.84876033,298.5884298,SST,RED,287.3,314.4,0.327580645,2.709694737
425,DD11UMBW011,-29.70474435,135.3787981,25.16925795,341.0353357,SCA,RED,340.9,343,0.606351931,2.711448598
426,DD11WDF001,-29.51383732,135.6051129,24.21961722,318.2711722,MPL,GRN,285.2,324,25.88032419,2.796675127
427,DD11WDF002,-29.5118003,135.6081585,13.11393443,222.8,MUS,GRY,218,228.2,0.805339367,2.684375
428,DD11WDFS001,-29.54886338,135.6033808,12.60716253,344.0370523,MPG,GRY,335.5,353.4,41.19,2.7436125
429,DD12BBS001,-29.67019826,135.3223276,103.235274,347.5517808,MPT,GRY,346.2,349.88,0.96172093,2.754067308
430,DD12BBS002,-29.66829364,135.3565519,90.6006135,348.2411963,MPG,GRY,348,399,3.112359155,2.752634783
431,DD12BBS003,-29.65951816,135.3040223,54.353125,95.99453125,SSH,BLK,63,96,,
432,DD12BBS004,-29.65954393,135.304025,43.25461957,425.1518478,SST,GRY,411.1,435,0.758344595,2.782317241
433,DD12BBS005,-29.66222478,135.3032974,62.01946472,448.4651825,SIS,BRN,341.7,459.2,5.039356725,2.793823529
434,DD12BBS006,-29.6647741,135.3033032,82.54747191,423.1103933,SDO,PNK,421.1,424.3,,2.722668966
435,DD12BBS007,-29.68020482,135.3410726,41.19349845,390.3072755,MDO,BUF,386,397.3,0.633347458,2.771900763
436,DD12BBS008,-29.68317136,135.3403034,68.18360129,368.5202572,SDO,PNK,366.2,368.8,0.486008772,2.680116667
437,DD12BGF001,-29.79633959,135.586318,64.29741935,337.4453226,MPP,GRY,337,338.4,0.118995984,2.790053097
438,DD12BRM001,-29.72293259,135.7366253,16.04275362,175.6612319,SCG,RED,137.4,319.7,0.398913043,2.730486486
439,DD12BRM002,-29.74455334,135.7293351,144.2907348,360.0036741,VST,GRY,325.7,369,0.658100775,2.845
440,DD12CRD013,-29.71412895,135.4576374,141.6982206,314.5620996,MPL,GRN,309,326,8.209346939,2.760052174
441,DD12CRD014,-29.71283122,135.4498381,36.14255319,266.0304255,BML,PNK,252.2,278.4,3.114880952,2.724468085
442,DD12CRD015,-29.71417775,135.4748429,118.756,367.7690769,MPL,GRY,340.9,426.3,10.63639405,2.826261905
443,DD12CRD016,-29.71506675,135.4554074,138.0883268,291.9766537,IQP,PNK,291,296,8.269627907,2.802490566
444,DD12KND003,-29.56794384,135.486361,71.52560976,248.2318293,MPG,GRY,246.1,259.3,0.224459459,2.720648936
445,DD12KND004,-29.55682378,135.4525662,69.61518519,286.6832963,IGB,GRY,276.2,305.1,7.563577236,2.917921569
446,DD12LARE001,-29.72385444,135.6994548,38.32633229,349.0592476,VCT,BRN,300.5,372.8,0.384833948,2.665477273
447,DD12LARE002,-29.72108823,135.6992897,173.3535714,205.45625,VBA,BRN,184.7,207.2,1.22015873,2.792763889
448,DD12LARE003,-29.71715951,135.7067417,266.9805714,370.3233429,VCT,ORA,366.6,376.2,1.410322581,2.813496732
449,DD12LARE004,-29.71829263,135.7001205,146.8187726,403.38213,MPP,GRY,393.1,455.9,2.661825095,2.777442857
450,DD12LFE003,-29.7165094,135.7224646,61.85216138,392.6534582,MPL,PNK,390,395.7,1.159774194,2.734926174
451,DD12LFE004,-29.71473313,135.7311237,244.7192661,388.7784404,MSC,GRY,386,390,19.41848276,2.727340278
452,DD12PHS002,-29.78559072,135.5768141,106.2694969,382.5882075,VBS,RED,375,444,10.47177215,2.697641667
453,DD12PHS003,-29.7777569,135.5697218,426.0311346,398.1563325,VBS,RED,386.7,420.4,10.14388889,2.749455128
454,DD12PHS004,-29.77302528,135.575919,536.5476584,467.986157,VBS,RED,412.1,513.5,4.719838946,2.751797688
455,DD12PHS005,-29.77610112,135.5730103,544.4968668,381.2785901,VBS,RED,376,434.16,5.475639535,2.749924812
456,DD12PHS006,-29.78303114,135.6060561,48.2118932,483.2537379,SGW,GRY,460.5,513.1,0.112972973,2.792888235
457,DD12PHS007,-29.78118755,135.6041595,153.811875,496.2729167,BRC,GRY,485.1,512.3,1.113247664,2.787599034
458,DD12PHS008,-29.78738142,135.5985001,27.91778976,412.1103504,SCG,GRY,352.9,441.8,0.37275641,3.055052632
459,DD12PHS009,-29.77785013,135.6055039,124.9666667,390.0316828,VBS,GRN,380,423.31,0.479660377,2.855192308
460,DD12PHS010,-29.77617246,135.6031513,106.7068627,357.2129739,VBS,BUF,315.7,363.2,0.581028807,2.85091453
461,DD12PHS011,-29.77462351,135.6007774,26.64833333,89.99666667,LSD,GRY,78,108,,2.575315789
462,DD12PHS012,-29.77464428,135.6008217,76.56272727,377.3372727,SCG,RED,169,413.9,0.398731884,2.692131148
463,DD12PHS013,-29.78405049,135.5935451,25.8503937,186.8409449,VBS,RED,183,299.6,1.017777778,2.5547
464,DD12PHS014,-29.78403095,135.5935094,32.07,104.9985714,SMT,GRY,96,150,,
465,DD12PHS015,-29.78564884,135.5961549,44.15470383,338.6571429,SCG,RED,336.5,344.55,0.280316742,2.749594595
466,DD12THM001,-29.75591729,135.7038308,83.99501916,419.8260536,MUS,GRY,418.8,422.5,1.825900383,2.755137931
467,DD12TOR003,-29.71217585,135.7566912,112.2234828,408.1709763,MPT,GRY,398.8,447,1.023026706,2.756467391
468,DD12TOR004,-29.70708284,135.7897698,85.54267782,289.8693724,MPT,GRN,280.6,296.6,2.019779006,2.760853933
469,DD12UMB004,-29.70304665,135.3958866,80.99581152,410.0982199,BRE,GRN,392.7,420.7,1.372891566,2.711184615
470,DD12UMB005,-29.70579389,135.3957966,83.08718593,422.5735427,BML,GRY,414.4,477.5,0.47244713,2.717683871
471,DD12UMBE003,-29.70352139,135.407565,35.30176991,378.5700885,MCS,GRN,375.8,385.8,0.70838488,2.778875862
472,DD12UMBE004,-29.70645142,135.4075716,40.64301887,297.6245283,BML,PNK,294,299.6,1.132614679,2.650877358
473,DD13BRM003,-29.73227545,135.7446521,161.8552941,115.46,LSD,GRY,87,122.4,1.150487805,2.678578947
474,DD13PHS016,-29.78355008,135.6127266,93.64909747,312.2279061,SCG,BRN,312.1,313.4,0.253684211,2.808150685
475,DD13PHS017,-29.77632793,135.6173998,95.38791667,279.7679167,SDO,PNK,267.4,321.8,1.20393617,2.675828571
476,DD16JUP004,-29.43752938,135.5702987,289.3793103,188.5962069,MGN,GRY,174.7,189.62,284.1356589,2.718748062
477,DD16JUP005,-29.44075239,135.570059,67.18954248,209,MIG,GRN,203.2,211.86,127.1513158,2.724519737
478,DD16TUR014,-29.67571951,135.6332941,129.8333333,258.74,MSC,GRY,250,266.95,82.78095238,2.752272
479,DD16TUR015,-29.66821475,135.6267885,110.738255,315.3322148,IGR,CRM,312.8,315.4,21.58064516,2.734081633
480,DD16TUR016,-29.63529659,135.596492,996.754386,276.9203947,KSM,GRY,275.5,308.5,2274.192982,3.083339207
481,DON001,-29.69213837,135.5519679,48.01840491,245.0030675,SLM,GRY,233.5,278.5,33.20294479,2.903981595
482,DP001,-29.72089405,135.571734,229.4886364,178.759375,ANDT,R,167.1,185.3,0.93297619,3.406785714
483,DP002,-29.72049728,135.5676311,479.69869,251.0170306,HMBX,N,249.8,253.5,1.28698324,3.306910112
484,DP003,-29.72091397,135.5759166,4691.022205,437.632925,DOLT,E,431,444.1,2.756444444,3.305594249
485,DP004,-29.72390957,135.5717791,540.0766208,359.6532417,ANDT,U,355.1,364.9,1.257921811,2.884168724
486,DP005,-29.72067278,135.5779849,4519.457413,356.0085174,HMBX,,351.1,368.7,1.064845133,3.462132743
487,DP006,-29.71732278,135.5717583,614.2102041,365.3555102,HMRK,P,360.8,403,0.750229167,2.9228875
488,DP007,-29.71833946,135.5779663,1935.368098,357.452045,CLBX,G,355.8,361.6,191.5353846,3.164303644
489,DP008,-29.71976965,135.5800347,1062.327869,243.6780328,SNST,G,222.9,259,37.016,3.210753333
490,DP009,-29.72213715,135.5635015,1418.035714,405.7130682,ANDT,R,397,409.9,2.123965517,2.959137931
491,DP010,-29.71659631,135.57382,1141.603175,384.5443452,QRTZ,W,381.7,388.4,89.87811321,3.00549434
492,DP011,-29.71824418,135.5676254,692.3713235,377.5192096,HMBX,U,364.9,387.5,1.399923372,2.959072797
493,DP012,-29.72202293,135.5779731,2302.864013,429.2996683,HQBX,R,418.5,453.8,1.525253289,3.294513158
494,DP013,-29.71917434,135.5821075,473.8665298,364.3303901,MDST,U,342,381.4,0.856923077,2.913102564
495,DP014,-29.71794438,135.5758917,6889.661607,383.0891071,HMBX,N,334.6,406,3.53622963,3.135850187
496,DP015,-29.71759889,135.5727959,654.6146435,372.2647399,CARB,U,371.3,374.7,0.830480989,2.767467681
497,DP016,-29.71714521,135.5738293,651.3157895,359.1678947,CARB,U,343.3,387.8,11.29307087,2.827854331
498,DP017,-29.71707473,135.5748345,869.013245,362.3224062,CARB,R,358.6,365.3,79.99744048,2.867377734
499,DP018,-29.71871379,135.5769269,3934.623529,190.0188235,HMBX,E,183.8,192.6,0.464233766,2.915740566
500,DPP001,-29.73147066,135.6359395,407.2983871,198.0060484,MMB,PNK,188.4,209.1,0.756612903,2.90475
501,DPP002,-29.72944016,135.6359267,35.79591837,124.9867347,MPH,GRY,116.9,127.8,5.346734694,2.720673469
502,DPP003,-29.73282432,135.6359481,172.9619048,217.9985714,VAN,BRN,217,223.4,1.015943396,2.801103774
503,DT001,-29.74417848,135.6205074,170.0095847,245.5,VIN,RED,231.3,247.1,3.406942675,2.969942675
504,DT002,-29.74237359,135.6204962,31.48051948,160.9935065,VAN,BRN,88.5,237,2.811558442,2.811545455
505,MXB1,-29.64188742,135.4274916,65.05882353,224.8441176,IGB,GRY,191.9,238.8,,
506,NEPT1,-29.73898837,135.6321401,879.1265306,271.2204082,VBS,,270.9,272.3,267.0138211,2.954081301
507,OYSRC1,-29.19930415,135.3255539,52.35135135,88.51351351,IGR,,42,145,2233.883495,
508,OYSRC2,-29.19948216,135.3265831,36.56756757,94.64864865,IDR,,91,97,,
509,PH09D455,-29.72046574,135.5593782,34.83448276,73.0862069,CLAY,N,67,75,0.669005059,2.838287109
510,PH10D489,-29.72264325,135.5579259,30.91904762,81.71428571,SHAL,N,40,89,0.142627737,2.955958637
511,PKN01,-29.55760818,135.3935875,69.52380952,305.9992063,IGB,GRN,283.6,314.25,91.93697368,2.952118421
512,PKN02,-29.56542288,135.3908821,62.24242424,216.1774242,MGN,GRY,211.65,272.3,146.1105769,2.827019231
513,PRAWNRC1,-29.18857596,135.356171,58.24137931,92.1137931,IGR,,41,135.6,3327.692308,
514,RBW1,-29.63475286,135.8966855,43.26315789,212,MGN,GRY,212,217,,
515,RC12BBS001,-29.67479763,135.3359665,21.35443038,122.1898734,SSL,GRY,109,131,,
516,RC12BBS002,-29.67461061,135.329161,24.67916667,112.0694444,SMT,GRY,105,160,,
517,RC12BBS003,-29.66876719,135.3105483,23.47179487,118.8461538,SMT,GRY,113,187,,
518,RC12BBS004,-29.65074111,135.3104548,24.5989011,104.2472527,IGR,GRY,103,112,,
519,RC12BDK001,-29.71456249,135.5083954,27.86857143,58.14285714,SSH,BLK,46,100,,
520,RC12BDK002,-29.71467099,135.5083911,0.862068966,49.17241379,SSH,BLK,44,82,,
521,RC12BDK003,-29.71235072,135.5138121,77.12352941,75.78431373,SSH,GRY,44,91,,
522,RC12BDK004,-29.71551705,135.5138588,46.59923077,128.4692308,MMP,GRY,109,134,,
523,RC12BDK005,-29.71156783,135.508407,36.435,94.6875,LSD,GRY,93,101,,
524,RC12CRDW001,-29.70049051,135.4300061,144.9214286,117.7723214,SMT,GRY,112,126,,
525,RC12CRDW002,-29.70435572,135.4300309,31.64761905,126.3571429,BML,GRY,110,137,,
526,RC12CRDW003,-29.70795036,135.4300603,121.3432432,144.75,BML,GRY,118,228,,
527,RC12JUL001,-29.69984509,135.6313823,105.9319588,105.3505155,SMT,GRY,76,112,,
528,RC12KND001,-29.56189502,135.4648735,12.96354167,71.15625,IGB,GRN,70,75,,
529,RC12KND002,-29.55820246,135.4656856,38.72604167,71.15625,IGB,GRN,64,75,,
530,RC12KND003,-29.55457384,135.4665129,40.17171717,69.92929293,MPG,BLK,34,120,,
531,RC12KND004,-29.55069202,135.4672816,14.97,54.3,MMG,BLK,37,90,,
532,RC12UMB001,-29.69498666,135.3879269,24.14356436,120.0594059,SMT,GRY,120,125,,
533,RC12UMB002,-29.69859558,135.3801675,19.645,120,SMT,GRY,117,126,,
534,RC12UMBE001,-29.70464524,135.4144196,30.63617021,115.9787234,LSD,GRY,109,121,,
535,RC12UMBE002,-29.70125148,135.4142651,39.23541667,149.75,SMT,GRY,122,170,,
536,RC12UMBE003,-29.70463165,135.401884,34.64259259,87,SSL,BLK,77,98,,
537,RC12UMBE004,-29.70135442,135.4017947,30.76357143,152.1392857,SSL,GRY,152,154,,
538,RC12UMBE005,-29.69789222,135.4015119,21.745,59.8625,SSH,GRY,50,80,,
539,RC12UMBW001,-29.6764944,135.3676483,68.47909091,119.8636364,LSR,GRY,112,121,,
540,RC12UMBW002,-29.68581737,135.3689874,43.0484375,95.109375,SSL,GRY,93,96,,
541,RC12UMBW003,-29.68090398,135.3524151,27.725,78,SSH,GRY,73,96,,
542,RC12UMBW004,-29.68290162,135.3472704,29.08139535,70.47674419,SSH,GRY,44,83,,
543,RCA001,-29.72804846,135.5955922,160.2444444,211.9777778,VBS,GRY,201,215,,
544,RDHN1,-29.74326257,135.9307409,126.875,222,VBS,GRN,206,238,,
545,RDN001,-29.74710772,135.8966494,141.0222222,211.9888889,MUV,GRN,207,216,,
